玩家名,行,列,用时/秒,时间,UNIX时间戳
disjuaned,14,10,'2.62,Tue Dec 13 2022 18:07:35 GMT+0800 (中国标准时间),1670926055
disjuaned,14,10,'1.52,Tue Dec 13 2022 18:07:40 GMT+0800 (中国标准时间),1670926060
disjuaned,14,10,'1.39,Tue Dec 13 2022 18:07:44 GMT+0800 (中国标准时间),1670926064
disjuaned,14,10,'1.18,Tue Dec 13 2022 18:07:49 GMT+0800 (中国标准时间),1670926069
disjuaned,14,10,'0.73,Tue Dec 13 2022 18:07:55 GMT+0800 (中国标准时间),1670926075
disjuaned,14,10,'2.07,Tue Dec 13 2022 18:08:16 GMT+0800 (中国标准时间),1670926096
disjuaned,14,10,'1.36,Tue Dec 13 2022 18:08:23 GMT+0800 (中国标准时间),1670926103
disjuaned,14,10,'1.39,Tue Dec 13 2022 18:08:27 GMT+0800 (中国标准时间),1670926107
disjuaned,14,10,'2.18,Tue Dec 13 2022 18:08:34 GMT+0800 (中国标准时间),1670926114
disjuaned,14,10,'1.11,Tue Dec 13 2022 18:08:41 GMT+0800 (中国标准时间),1670926121
disjuaned,14,10,'0.63,Tue Dec 13 2022 18:13:03 GMT+0800 (中国标准时间),1670926383
高坂穗乃果,14,10,'0.72,Tue Dec 13 2022 23:27:19 GMT+0800 (中国标准时间),1670945239
高坂穗乃果,20,14,'0.66,Tue Dec 13 2022 23:27:28 GMT+0800 (中国标准时间),1670945248
高坂穗乃果,20,14,'0.38,Tue Dec 13 2022 23:27:35 GMT+0800 (中国标准时间),1670945255
艾玛·维尔德,14,14,'3.48,Wed Dec 14 2022 00:21:27 GMT+0800 (中国标准时间),1670948487
叶月恋,20,14,'2.30,Wed Dec 14 2022 08:50:40 GMT+0800 (中国标准时间),1670979040
松浦果南,14,10,'0.56,Wed Dec 14 2022 11:44:28 GMT+0800 (中国标准时间),1670989468
岚千砂都,14,10,'2.68,Wed Dec 14 2022 13:45:48 GMT+0800 (中国标准时间),1670996748
114514,14,10,'2.42,Wed Dec 14 2022 13:46:33 GMT+0800 (中国标准时间),1670996793
高坂穗乃果,20,14,'3.29,Wed Dec 14 2022 15:40:19 GMT+0800 (CST),1671003619
绮罗翼,20,20,'4.40,Wed Dec 14 2022 15:51:25 GMT+0800 (CST),1671004285
黑泽露比,14,10,'2.67,Wed Dec 14 2022 18:23:53 GMT+0800 (中国标准时间),1671013433
黑泽露比,14,10,'1.33,Wed Dec 14 2022 18:24:01 GMT+0800 (中国标准时间),1671013441
黑泽露比,14,10,'1.41,Wed Dec 14 2022 18:24:06 GMT+0800 (中国标准时间),1671013446
黑泽露比,14,10,'1.21,Wed Dec 14 2022 18:24:24 GMT+0800 (中国标准时间),1671013464
黑泽露比,14,10,'2.45,Wed Dec 14 2022 18:24:29 GMT+0800 (中国标准时间),1671013469
黑泽露比,14,10,'1.06,Wed Dec 14 2022 18:24:34 GMT+0800 (中国标准时间),1671013474
黑泽露比,14,10,'1.49,Wed Dec 14 2022 18:24:44 GMT+0800 (中国标准时间),1671013484
黑泽黛雅,14,10,'1.85,Wed Dec 14 2022 19:21:15 GMT+0800 (中国标准时间),1671016875
绚濑绘里,14,10,'2.37,Thu Dec 15 2022 09:12:10 GMT+0800 (中国标准时间),1671066730
松浦果南,14,10,'2.55,Thu Dec 15 2022 10:44:53 GMT+0800 (中国标准时间),1671072293
上原步梦,14,10,'2.63,Thu Dec 15 2022 10:48:07 GMT+0800 (中国标准时间),1671072487
钟岚珠,14,10,'1.85,Thu Dec 15 2022 10:56:32 GMT+0800 (中国标准时间),1671072992
钟岚珠,14,10,'1.51,Thu Dec 15 2022 10:57:01 GMT+0800 (中国标准时间),1671073021
宫下爱,14,10,'2.32,Thu Dec 15 2022 10:57:41 GMT+0800 (中国标准时间),1671073061
平藩,14,10,'2.27,Thu Dec 15 2022 13:12:55 GMT+0800 (中国标准时间),1671081175
平藩,20,14,'3.65,Thu Dec 15 2022 13:13:14 GMT+0800 (中国标准时间),1671081194
平藩,20,14,'4.58,Thu Dec 15 2022 13:13:21 GMT+0800 (中国标准时间),1671081201
平藩,20,14,'4.69,Thu Dec 15 2022 13:13:47 GMT+0800 (中国标准时间),1671081227
松浦果南,14,10,'1.28,Thu Dec 15 2022 14:58:37 GMT+0800 (CST),1671087517
松浦果南,14,10,'2.40,Thu Dec 15 2022 14:58:57 GMT+0800 (CST),1671087537
松浦果南,14,10,'1.55,Thu Dec 15 2022 14:59:09 GMT+0800 (CST),1671087549
松浦果南,14,10,'1.84,Thu Dec 15 2022 14:59:17 GMT+0800 (CST),1671087557
松浦果南,20,14,'2.05,Thu Dec 15 2022 14:59:49 GMT+0800 (CST),1671087589
岚千砂都,14,10,'2.86,Thu Dec 15 2022 18:35:49 GMT+0800 (中国标准时间),1671100549
岚千砂都,14,10,'1.38,Thu Dec 15 2022 18:36:34 GMT+0800 (中国标准时间),1671100594
鹿角圣良,14,10,'1.42,Thu Dec 15 2022 19:04:52 GMT+0800 (中国标准时间),1671102292
统堂英玲奈,14,10,'2.53,Thu Dec 15 2022 20:01:27 GMT+0800 (CST),1671105687
街角dē风铃,14,10,'1.62,Thu Dec 15 2022 20:01:30 GMT+0800 (中国标准时间),1671105690
街角dē风铃,20,14,'4.30,Thu Dec 15 2022 20:02:35 GMT+0800 (中国标准时间),1671105755
街角dē风铃,20,14,'1.68,Thu Dec 15 2022 20:05:39 GMT+0800 (中国标准时间),1671105939
1145141919810,14,10,'1.27,Thu Dec 15 2022 20:29:37 GMT+0800 (中国标准时间),1671107377
CoolSkeleton95,20,14,'5.08,Thu Dec 15 2022 20:30:16 GMT+0800 (中国标准时间),1671107416
高咲侑,14,10,'2.85,Thu Dec 15 2022 20:36:51 GMT+0800 (CST),1671107811
绮罗翼,14,10,'2.73,Thu Dec 15 2022 21:50:08 GMT+0800 (中国标准时间),1671112208
try,14,10,'1.78,Thu Dec 15 2022 23:04:47 GMT+0800 (中国标准时间),1671116687
朝香果林,14,10,'2.63,Fri Dec 16 2022 02:16:41 GMT+0800 (中国标准时间),1671128201
高海千歌,14,10,'2.33,Fri Dec 16 2022 09:14:18 GMT+0800 (中国标准时间),1671153258
高海千歌,14,10,'2.59,Fri Dec 16 2022 09:14:45 GMT+0800 (中国标准时间),1671153285
若菜四季,14,10,'1.40,Fri Dec 16 2022 10:27:03 GMT+0800 (中国标准时间),1671157623
近江彼方,14,10,'2.28,Fri Dec 16 2022 12:00:13 GMT+0800 (CST),1671163213
东条希,14,10,'2.03,Fri Dec 16 2022 13:08:31 GMT+0800 (CST),1671167311
鹿角理亚,14,10,'1.14,Fri Dec 16 2022 14:30:45 GMT+0800 (中国标准时间),1671172245
宫下爱辣u,14,10,'2.12,Fri Dec 16 2022 14:55:01 GMT+0800 (CST),1671173701
高咲侑,14,10,'2.01,Fri Dec 16 2022 15:24:43 GMT+0800 (中国标准时间),1671175483
高咲侑,14,10,'1.93,Fri Dec 16 2022 15:24:47 GMT+0800 (中国标准时间),1671175487
樱小路希奈子,14,10,'2.99,Fri Dec 16 2022 15:48:15 GMT+0800 (CST),1671176895
Ento3yutei,14,10,'2.83,Fri Dec 16 2022 17:21:15 GMT+0800 (中国标准时间),1671182475
鲫鱼,14,10,'2.36,Fri Dec 16 2022 20:10:58 GMT+0800 (CST),1671192658
平藩,14,10,'1.11,Fri Dec 16 2022 21:18:04 GMT+0800 (中国标准时间),1671196684
平藩,14,10,'2.25,Fri Dec 16 2022 21:18:13 GMT+0800 (中国标准时间),1671196693
平藩,14,10,'1.24,Fri Dec 16 2022 21:18:24 GMT+0800 (中国标准时间),1671196704
平藩,14,10,'2.33,Fri Dec 16 2022 21:18:45 GMT+0800 (中国标准时间),1671196725
平藩,14,10,'1.17,Fri Dec 16 2022 21:18:57 GMT+0800 (中国标准时间),1671196737
平藩,14,10,'1.31,Fri Dec 16 2022 21:19:01 GMT+0800 (中国标准时间),1671196741
平藩,14,10,'1.05,Fri Dec 16 2022 21:19:47 GMT+0800 (中国标准时间),1671196787
平藩,14,10,'1.37,Fri Dec 16 2022 21:20:11 GMT+0800 (中国标准时间),1671196811
平藩,14,10,'2.32,Fri Dec 16 2022 21:20:17 GMT+0800 (中国标准时间),1671196817
平藩,14,10,'2.00,Fri Dec 16 2022 21:20:22 GMT+0800 (中国标准时间),1671196822
平藩,14,10,'2.62,Fri Dec 16 2022 21:20:27 GMT+0800 (中国标准时间),1671196827
平藩,14,10,'2.26,Fri Dec 16 2022 21:20:52 GMT+0800 (中国标准时间),1671196852
平藩,14,10,'1.94,Fri Dec 16 2022 21:21:14 GMT+0800 (中国标准时间),1671196874
平藩,14,10,'1.13,Fri Dec 16 2022 21:21:18 GMT+0800 (中国标准时间),1671196878
平藩,14,10,'1.47,Fri Dec 16 2022 21:21:32 GMT+0800 (中国标准时间),1671196892
韩,20,14,'5.71,Sat Dec 17 2022 09:53:03 GMT+0800 (CST),1671241983
渡边曜,14,10,'2.84,Sat Dec 17 2022 11:53:15 GMT+0800 (中国标准时间),1671249195
柊摩央,14,10,'2.26,Sat Dec 17 2022 14:50:23 GMT+0800 (中国标准时间),1671259823
柊摩央,14,10,'2.36,Sat Dec 17 2022 14:51:02 GMT+0800 (中国标准时间),1671259862
黑泽露比,20,14,'5.84,Sat Dec 17 2022 15:05:02 GMT+0800 (中国标准时间),1671260702
黑泽露比,20,14,'1.93,Sat Dec 17 2022 15:05:49 GMT+0800 (中国标准时间),1671260749
黑泽露比,20,14,'3.94,Sat Dec 17 2022 15:05:58 GMT+0800 (中国标准时间),1671260758
黑泽露比,20,14,'4.31,Sat Dec 17 2022 15:06:15 GMT+0800 (中国标准时间),1671260775
黑泽露比,20,14,'5.36,Sat Dec 17 2022 15:06:32 GMT+0800 (中国标准时间),1671260792
黑泽露比,20,14,'1.79,Sat Dec 17 2022 15:08:24 GMT+0800 (中国标准时间),1671260904
黑泽露比,20,14,'5.58,Sat Dec 17 2022 15:08:33 GMT+0800 (中国标准时间),1671260913
黑泽露比,20,14,'2.67,Sat Dec 17 2022 15:08:57 GMT+0800 (中国标准时间),1671260937
黑泽露比,20,14,'1.38,Sat Dec 17 2022 15:09:02 GMT+0800 (中国标准时间),1671260942
黑泽露比,20,14,'3.68,Sat Dec 17 2022 15:09:29 GMT+0800 (中国标准时间),1671260969
黑泽露比,20,14,'5.59,Sat Dec 17 2022 15:09:39 GMT+0800 (中国标准时间),1671260979
黑泽露比,20,14,'1.96,Sat Dec 17 2022 15:10:06 GMT+0800 (中国标准时间),1671261006
黑泽露比,20,14,'2.91,Sat Dec 17 2022 15:10:29 GMT+0800 (中国标准时间),1671261029
黑泽露比,14,10,'1.26,Sat Dec 17 2022 15:12:13 GMT+0800 (中国标准时间),1671261133
黑泽露比,14,10,'1.30,Sat Dec 17 2022 15:12:17 GMT+0800 (中国标准时间),1671261137
黑泽露比,14,10,'1.89,Sat Dec 17 2022 15:12:26 GMT+0800 (中国标准时间),1671261146
黑泽露比,14,10,'1.38,Sat Dec 17 2022 15:12:34 GMT+0800 (中国标准时间),1671261154
黑泽露比,14,10,'2.35,Sat Dec 17 2022 15:12:39 GMT+0800 (中国标准时间),1671261159
黑泽露比,14,10,'1.82,Sat Dec 17 2022 15:13:04 GMT+0800 (中国标准时间),1671261184
黑泽露比,14,10,'1.97,Sat Dec 17 2022 15:13:17 GMT+0800 (中国标准时间),1671261197
黑泽露比,20,14,'1.94,Sat Dec 17 2022 15:13:30 GMT+0800 (中国标准时间),1671261210
鹿角圣良,14,10,'1.15,Sat Dec 17 2022 15:53:20 GMT+0800 (中国标准时间),1671263600
鹿角圣良,14,10,'0.94,Sat Dec 17 2022 15:53:36 GMT+0800 (中国标准时间),1671263616
鹿角圣良,14,10,'0.61,Sat Dec 17 2022 15:53:42 GMT+0800 (中国标准时间),1671263622
鹿角圣良,14,10,'0.81,Sat Dec 17 2022 15:53:53 GMT+0800 (中国标准时间),1671263633
鹿角圣良,14,10,'0.76,Sat Dec 17 2022 15:53:57 GMT+0800 (中国标准时间),1671263637
欧丽娟,14,10,'2.94,Sat Dec 17 2022 18:03:15 GMT+0800 (中国标准时间),1671271395
柊摩央,14,10,'1.45,Sat Dec 17 2022 19:03:35 GMT+0800 (中国标准时间),1671275015
樱坂雫,14,10,'2.72,Sat Dec 17 2022 20:08:33 GMT+0800 (中国标准时间),1671278913
Eche007,14,10,'1.19,Sat Dec 17 2022 20:09:23 GMT+0800 (中国标准时间),1671278963
Eche007,14,10,'2.50,Sat Dec 17 2022 20:13:16 GMT+0800 (中国标准时间),1671279196
Eche007,14,10,'0.99,Sat Dec 17 2022 20:13:24 GMT+0800 (中国标准时间),1671279204
Eche007,14,10,'1.26,Sat Dec 17 2022 20:13:30 GMT+0800 (中国标准时间),1671279210
Eche007,20,14,'2.51,Sat Dec 17 2022 20:13:38 GMT+0800 (中国标准时间),1671279218
Eche007,20,14,'1.84,Sat Dec 17 2022 20:13:44 GMT+0800 (中国标准时间),1671279224
朝香果林l,14,10,'1.71,Sat Dec 17 2022 21:07:17 GMT+0800 (CST),1671282437
B站——S了B的W,14,10,'0.72,Sat Dec 17 2022 22:04:44 GMT+0800 (中国标准时间),1671285884
B站——S了B的W,14,10,'1.76,Sat Dec 17 2022 22:05:55 GMT+0800 (中国标准时间),1671285955
天王寺璃奈,20,14,'1.53,Sat Dec 17 2022 22:39:25 GMT+0800 (中国标准时间),1671287965
斯莱特林学生,14,10,'1.40,Sun Dec 18 2022 01:00:29 GMT+0800 (CST),1671296429
斯莱特林学生,14,10,'0.85,Sun Dec 18 2022 01:01:53 GMT+0800 (CST),1671296513
斯莱特林学生,14,10,'1.04,Sun Dec 18 2022 01:02:13 GMT+0800 (CST),1671296533
天平,14,10,'1.57,Sun Dec 18 2022 07:03:31 GMT+0800 (马来西亚时间),1671318211
绚濑绘里,20,14,'1.35,Sun Dec 18 2022 11:35:55 GMT+0800 (中国标准时间),1671334555
小泉花阳，,14,10,'1.20,Sun Dec 18 2022 12:30:09 GMT+0800 (CST),1671337809
岚千砂都,14,10,'2.98,Sun Dec 18 2022 15:45:52 GMT+0800 (中国标准时间),1671349552
鹿角理亚,14,10,'2.87,Sun Dec 18 2022 15:55:34 GMT+0800 (中国标准时间),1671350134
鹿角理亚,14,10,'1.81,Sun Dec 18 2022 15:55:44 GMT+0800 (中国标准时间),1671350144
圣泽悠奈,14,10,'2.22,Sun Dec 18 2022 17:42:55 GMT+0800 (China Standard Time),1671356575
rambo,14,10,'2.30,Sun Dec 18 2022 19:11:51 GMT+0800 (中国标准时间),1671361911
1111,14,10,'2.43,Sun Dec 18 2022 20:16:00 GMT+0800 (中国标准时间),1671365760
1111,14,10,'1.61,Sun Dec 18 2022 20:19:52 GMT+0800 (中国标准时间),1671365992
1111,14,10,'2.15,Sun Dec 18 2022 20:22:50 GMT+0800 (中国标准时间),1671366170
1111,14,10,'1.17,Sun Dec 18 2022 20:24:01 GMT+0800 (中国标准时间),1671366241
1111,14,10,'2.03,Sun Dec 18 2022 20:24:29 GMT+0800 (中国标准时间),1671366269
1111,14,10,'1.85,Sun Dec 18 2022 20:24:34 GMT+0800 (中国标准时间),1671366274
爱坤,20,14,'4.49,Sun Dec 18 2022 21:05:53 GMT+0800 (中国标准时间),1671368753
星空凛,14,10,'1.22,Sun Dec 18 2022 22:48:33 GMT+0800 (China Standard Time),1671374913
b1f6c1c4,14,10,'2.33,Sun Dec 18 2022 13:12:44 GMT-0600 (CST),1671390764
b1f6c1c4,14,10,'0.93,Sun Dec 18 2022 13:19:29 GMT-0600 (CST),1671391169
b1f6c1c4,14,14,'1.43,Sun Dec 18 2022 13:21:15 GMT-0600 (CST),1671391275
b1f6c1c4,14,14,'1.27,Sun Dec 18 2022 13:22:38 GMT-0600 (CST),1671391358
hahahahahahaha,14,10,'1.52,Mon Dec 19 2022 11:27:20 GMT+0800 (中国标准时间),1671420440
hahahahahahaha,14,10,'0.90,Mon Dec 19 2022 11:28:17 GMT+0800 (中国标准时间),1671420497
hahahahahahaha,14,10,'1.06,Mon Dec 19 2022 11:28:23 GMT+0800 (中国标准时间),1671420503
hahahahahahaha,14,10,'1.18,Mon Dec 19 2022 11:28:33 GMT+0800 (中国标准时间),1671420513
hahahahahahaha,14,10,'0.93,Mon Dec 19 2022 11:28:48 GMT+0800 (中国标准时间),1671420528
hahahahahahaha,14,10,'1.15,Mon Dec 19 2022 11:28:58 GMT+0800 (中国标准时间),1671420538
hahahahahahaha,14,10,'1.06,Mon Dec 19 2022 11:29:09 GMT+0800 (中国标准时间),1671420549
hahahahahahaha,14,10,'0.95,Mon Dec 19 2022 11:29:16 GMT+0800 (中国标准时间),1671420556
hahahahahahaha,14,10,'0.91,Mon Dec 19 2022 11:29:27 GMT+0800 (中国标准时间),1671420567
hahahahahahaha,14,14,'0.87,Mon Dec 19 2022 11:29:41 GMT+0800 (中国标准时间),1671420581
hahahahahahaha,20,14,'0.98,Mon Dec 19 2022 11:29:50 GMT+0800 (中国标准时间),1671420590
hahahahahahaha,14,10,'0.90,Mon Dec 19 2022 11:29:59 GMT+0800 (中国标准时间),1671420599
hahahahahahaha,14,10,'2.12,Mon Dec 19 2022 11:30:08 GMT+0800 (中国标准时间),1671420608
hahahahahahaha,14,10,'0.88,Mon Dec 19 2022 11:30:18 GMT+0800 (中国标准时间),1671420618
hahahahahahaha,14,10,'0.94,Mon Dec 19 2022 11:30:31 GMT+0800 (中国标准时间),1671420631
hahahahahahaha,14,10,'0.90,Mon Dec 19 2022 11:30:38 GMT+0800 (中国标准时间),1671420638
hahahahahahaha,14,10,'0.99,Mon Dec 19 2022 11:30:48 GMT+0800 (中国标准时间),1671420648
hahahahahahaha,14,10,'1.45,Mon Dec 19 2022 11:30:54 GMT+0800 (中国标准时间),1671420654
hahahahahahaha,14,10,'1.92,Mon Dec 19 2022 11:30:59 GMT+0800 (中国标准时间),1671420659
hahahahahahaha,14,10,'0.95,Mon Dec 19 2022 11:31:07 GMT+0800 (中国标准时间),1671420667
hahahahahahaha,14,10,'0.85,Mon Dec 19 2022 11:31:12 GMT+0800 (中国标准时间),1671420672
hahahahahahaha,14,10,'0.95,Mon Dec 19 2022 11:31:25 GMT+0800 (中国标准时间),1671420685
hahahahahahaha,14,10,'1.51,Mon Dec 19 2022 11:31:47 GMT+0800 (中国标准时间),1671420707
平安名堇,14,10,'1.97,Mon Dec 19 2022 13:19:07 GMT+0800 (CST),1671427147
平安名堇,14,10,'2.09,Mon Dec 19 2022 14:47:05 GMT+0800 (中国标准时间),1671432425
平安名堇,14,10,'2.10,Mon Dec 19 2022 14:47:14 GMT+0800 (中国标准时间),1671432434
平安名堇,14,10,'2.58,Mon Dec 19 2022 15:06:09 GMT+0800 (中国标准时间),1671433569
平安名堇,14,10,'2.47,Mon Dec 19 2022 15:06:36 GMT+0800 (中国标准时间),1671433596
柊摩央,14,10,'2.37,Mon Dec 19 2022 15:24:47 GMT+0800 (中国标准时间),1671434687
柊摩央,14,10,'1.33,Mon Dec 19 2022 15:24:56 GMT+0800 (中国标准时间),1671434696
柊摩央,14,10,'2.40,Mon Dec 19 2022 15:25:03 GMT+0800 (中国标准时间),1671434703
柊摩央,14,10,'1.92,Mon Dec 19 2022 15:25:09 GMT+0800 (中国标准时间),1671434709
柊摩央,14,10,'1.91,Mon Dec 19 2022 15:25:19 GMT+0800 (中国标准时间),1671434719
柊摩央,14,10,'1.67,Mon Dec 19 2022 15:25:42 GMT+0800 (中国标准时间),1671434742
柊摩央,14,10,'1.44,Mon Dec 19 2022 15:25:52 GMT+0800 (中国标准时间),1671434752
柊摩央,14,10,'2.05,Mon Dec 19 2022 15:25:57 GMT+0800 (中国标准时间),1671434757
大芒果,14,10,'2.27,Mon Dec 19 2022 15:32:14 GMT+0800 (中国标准时间),1671435134
柊摩央,20,14,'1.07,Mon Dec 19 2022 15:33:21 GMT+0800 (中国标准时间),1671435201
爱坤,20,14,'4.96,Mon Dec 19 2022 16:42:57 GMT+0800 (中国标准时间),1671439377
近江彼方,20,14,'2.71,Mon Dec 19 2022 17:12:03 GMT+0800 (中国标准时间),1671441123
近江彼方,20,14,'1.83,Mon Dec 19 2022 17:12:25 GMT+0800 (中国标准时间),1671441145
近江彼方,20,14,'3.70,Mon Dec 19 2022 17:12:39 GMT+0800 (中国标准时间),1671441159
女保姆,20,14,'1.37,Mon Dec 19 2022 17:12:46 GMT+0800 (中国标准时间),1671441166
搜索,150,200,'18.19,Mon Dec 19 2022 17:13:47 GMT+0800 (中国标准时间),1671441227
mintyno,14,10,'2.40,Mon Dec 19 2022 18:01:11 GMT+0800 (CST),1671444071
mintyno,14,10,'1.66,Mon Dec 19 2022 18:01:21 GMT+0800 (CST),1671444081
高坂穗乃果,20,14,'1.44,Mon Dec 19 2022 19:01:03 GMT+0800 (中国标准时间),1671447663
上原步梦,14,10,'1.63,Mon Dec 19 2022 19:43:57 GMT+0800 (CST),1671450237
星空凛,14,10,'2.89,Mon Dec 19 2022 20:02:43 GMT+0800 (中国标准时间),1671451363
liunian,14,10,'1.94,Mon Dec 19 2022 21:30:27 GMT+0800 (China Standard Time),1671456627
liunian,14,10,'2.11,Mon Dec 19 2022 21:30:44 GMT+0800 (China Standard Time),1671456644
liunian,14,10,'1.29,Mon Dec 19 2022 21:30:50 GMT+0800 (China Standard Time),1671456650
鲫鱼,14,10,'2.91,Mon Dec 19 2022 22:11:35 GMT+0800 (CST),1671459095
鲫鱼,14,10,'2.13,Mon Dec 19 2022 22:12:09 GMT+0800 (CST),1671459129
鲫鱼,14,10,'2.08,Mon Dec 19 2022 22:12:15 GMT+0800 (CST),1671459135
114514,14,10,'0.92,Mon Dec 19 2022 22:49:26 GMT+0800 (中国标准时间),1671461366
遥相呼应,14,10,'0.70,Mon Dec 19 2022 22:50:58 GMT+0800 (中国标准时间),1671461458
。,14,10,'1.06,Mon Dec 19 2022 22:51:18 GMT+0800 (中国标准时间),1671461478
樱小路希奈子,14,10,'2.10,Tue Dec 20 2022 00:17:48 GMT+0800 (中国标准时间),1671466668
艾玛·维尔德,14,10,'2.50,Tue Dec 20 2022 00:54:31 GMT+0800 (中国标准时间),1671468871
CCCP,14,10,'1.98,Tue Dec 20 2022 01:44:17 GMT+0800 (中国标准时间),1671471857
CCCP,14,10,'0.72,Tue Dec 20 2022 01:44:37 GMT+0800 (中国标准时间),1671471877
若菜四季,14,10,'2.48,Tue Dec 20 2022 09:07:47 GMT+0800 (CST),1671498467
