玩家名,行,列,用时/秒,时间,UNIX时间戳
好耶,14,10,'1.02,Sat Oct 29 2022 13:32:19 GMT+0800 (中国标准时间),1667021539
好耶,14,10,'1.01,Sat Oct 29 2022 13:32:28 GMT+0800 (中国标准时间),1667021548
好耶,14,10,'0.87,Sat Oct 29 2022 13:32:33 GMT+0800 (中国标准时间),1667021553
好耶,14,10,'1.06,Sat Oct 29 2022 13:32:38 GMT+0800 (中国标准时间),1667021558
好耶,14,10,'1.26,Sat Oct 29 2022 13:33:09 GMT+0800 (中国标准时间),1667021589
好耶,14,10,'2.50,Sat Oct 29 2022 13:33:15 GMT+0800 (中国标准时间),1667021595
好耶,14,10,'1.54,Sat Oct 29 2022 13:33:21 GMT+0800 (中国标准时间),1667021601
好耶,14,10,'2.69,Sat Oct 29 2022 13:33:46 GMT+0800 (中国标准时间),1667021626
好耶,14,10,'1.15,Sat Oct 29 2022 13:33:52 GMT+0800 (中国标准时间),1667021632
好耶,14,10,'2.02,Sat Oct 29 2022 13:33:57 GMT+0800 (中国标准时间),1667021637
好耶,14,10,'1.12,Sat Oct 29 2022 13:34:02 GMT+0800 (中国标准时间),1667021642
好耶,14,10,'0.90,Sat Oct 29 2022 13:34:19 GMT+0800 (中国标准时间),1667021659
好耶,14,10,'1.61,Sat Oct 29 2022 13:34:24 GMT+0800 (中国标准时间),1667021664
好耶,14,10,'1.88,Sat Oct 29 2022 13:34:34 GMT+0800 (中国标准时间),1667021674
好耶,14,10,'1.06,Sat Oct 29 2022 13:34:38 GMT+0800 (中国标准时间),1667021678
好耶,14,10,'0.81,Sat Oct 29 2022 13:34:42 GMT+0800 (中国标准时间),1667021682
好耶,14,10,'1.98,Sat Oct 29 2022 13:34:47 GMT+0800 (中国标准时间),1667021687
好耶,14,10,'2.63,Sat Oct 29 2022 13:34:59 GMT+0800 (中国标准时间),1667021699
鹿角圣良,14,10,'1.38,Sat Oct 29 2022 15:43:47 GMT+0800 (中国标准时间),1667029427
米女芽衣,14,10,'0.86,Sat Oct 29 2022 15:54:05 GMT+0800 (中国标准时间),1667030045
米女芽衣,20,14,'1.50,Sat Oct 29 2022 16:52:41 GMT+0800 (中国标准时间),1667033561
米女芽衣,20,14,'2.05,Sat Oct 29 2022 16:53:00 GMT+0800 (中国标准时间),1667033580
米女芽衣,20,14,'1.39,Sat Oct 29 2022 16:53:18 GMT+0800 (中国标准时间),1667033598
米女芽衣,14,10,'0.78,Sat Oct 29 2022 16:54:05 GMT+0800 (中国标准时间),1667033645
艾玛·维尔德,20,14,'3.72,Sat Oct 29 2022 17:06:22 GMT+0800 (中国标准时间),1667034382
艾玛·维尔德,20,14,'2.74,Sat Oct 29 2022 17:06:44 GMT+0800 (中国标准时间),1667034404
艾玛·维尔德,20,14,'5.97,Sat Oct 29 2022 17:06:58 GMT+0800 (中国标准时间),1667034418
艾玛·维尔德,20,14,'3.69,Sat Oct 29 2022 17:07:29 GMT+0800 (中国标准时间),1667034449
艾玛·维尔德,14,10,'1.33,Sat Oct 29 2022 17:08:11 GMT+0800 (中国标准时间),1667034491
艾玛·维尔德,14,10,'2.62,Sat Oct 29 2022 17:08:18 GMT+0800 (中国标准时间),1667034498
烧饼,14,10,'1.32,Sat Oct 29 2022 18:08:15 GMT+0800 (中国标准时间),1667038095
烧饼,14,10,'1.26,Sat Oct 29 2022 18:09:34 GMT+0800 (中国标准时间),1667038174
小泉花阳,14,10,'1.90,Sat Oct 29 2022 18:15:53 GMT+0800 (中国标准时间),1667038553
迪迦,14,10,'2.52,Sat Oct 29 2022 18:44:38 GMT+0800 (中国标准时间),1667040278
西木野真姬,14,10,'1.91,Sat Oct 29 2022 18:46:47 GMT+0800 (中国标准时间),1667040407
西木野真姬,14,10,'0.87,Sat Oct 29 2022 18:46:53 GMT+0800 (中国标准时间),1667040413
黑泽露比,14,10,'1.30,Sat Oct 29 2022 20:06:02 GMT+0800 (中国标准时间),1667045162
优木雪菜,14,10,'1.97,Sat Oct 29 2022 21:11:52 GMT+0800 (CST),1667049112
天王寺璃奈,20,14,'2.60,Sat Oct 29 2022 22:06:33 GMT+0800 (中国标准时间),1667052393
sd,14,10,'1.57,Sat Oct 29 2022 22:21:18 GMT+0800 (China Standard Time),1667053278
sd,14,10,'1.86,Sat Oct 29 2022 22:21:50 GMT+0800 (China Standard Time),1667053310
sd,14,10,'2.53,Sat Oct 29 2022 22:23:06 GMT+0800 (China Standard Time),1667053386
sd,14,10,'1.82,Sat Oct 29 2022 22:23:16 GMT+0800 (China Standard Time),1667053396
sd,14,10,'0.62,Sat Oct 29 2022 22:23:21 GMT+0800 (China Standard Time),1667053401
sd,14,10,'0.80,Sat Oct 29 2022 22:23:25 GMT+0800 (China Standard Time),1667053405
sd,14,10,'0.60,Sat Oct 29 2022 22:23:29 GMT+0800 (China Standard Time),1667053409
叶月恋,14,10,'1.91,Sun Oct 30 2022 01:35:03 GMT+0800 (中国标准时间),1667064903
若菜四季,14,10,'1.24,Sun Oct 30 2022 02:43:01 GMT+0800 (中国标准时间),1667068981
若菜四季,14,10,'1.36,Sun Oct 30 2022 02:43:09 GMT+0800 (中国标准时间),1667068989
马,14,10,'0.88,Sun Oct 30 2022 12:16:19 GMT+0800 (CST),1667103379
国木田花丸,14,10,'0.78,Sun Oct 30 2022 12:46:47 GMT+0800 (中国标准时间),1667105207
国木田花丸,14,10,'1.33,Sun Oct 30 2022 12:49:38 GMT+0800 (中国标准时间),1667105378
优木雪菜,14,10,'1.25,Sun Oct 30 2022 12:54:16 GMT+0800 (中国标准时间),1667105656
优木雪菜,14,10,'1.84,Sun Oct 30 2022 12:54:34 GMT+0800 (中国标准时间),1667105674
凯文 卡斯兰娜,14,10,'1.21,Sun Oct 30 2022 13:30:01 GMT+0800 (中国标准时间),1667107801
凯文 卡斯兰娜,14,10,'1.69,Sun Oct 30 2022 13:30:32 GMT+0800 (中国标准时间),1667107832
凯文 卡斯兰娜,14,10,'2.16,Sun Oct 30 2022 13:30:40 GMT+0800 (中国标准时间),1667107840
可可不爱喝可可,14,10,'2.71,Sun Oct 30 2022 14:45:01 GMT+0800 (中国标准时间),1667112301
黑泽露比,14,10,'2.05,Sun Oct 30 2022 15:58:41 GMT+0800 (GMT+08:00),1667116721
黑泽露比,14,10,'2.94,Sun Oct 30 2022 15:58:49 GMT+0800 (GMT+08:00),1667116729
黑泽露比,14,10,'0.85,Sun Oct 30 2022 15:58:56 GMT+0800 (GMT+08:00),1667116736
黑泽露比,14,10,'2.86,Sun Oct 30 2022 15:59:06 GMT+0800 (GMT+08:00),1667116746
黑泽露比,14,10,'1.04,Sun Oct 30 2022 15:59:18 GMT+0800 (GMT+08:00),1667116758
黑泽露比,14,10,'1.41,Sun Oct 30 2022 15:59:37 GMT+0800 (GMT+08:00),1667116777
樱小路希奈子,14,10,'2.42,Sun Oct 30 2022 16:11:31 GMT+0800 (中国标准时间),1667117491
樱小路希奈子,14,10,'1.75,Sun Oct 30 2022 16:11:50 GMT+0800 (中国标准时间),1667117510
耶耶耶,14,10,'2.64,Sun Oct 30 2022 16:24:05 GMT+0800 (中国标准时间),1667118245
钟岚珠,14,10,'2.54,Sun Oct 30 2022 17:27:29 GMT+0800 (中国标准时间),1667122049
优木杏树,14,10,'1.70,Sun Oct 30 2022 17:54:38 GMT+0800 (中国标准时间),1667123678
樱坂雫,14,10,'1.80,Sun Oct 30 2022 18:55:19 GMT+0800 (中国标准时间),1667127319
樱坂雫,14,10,'1.78,Sun Oct 30 2022 18:55:29 GMT+0800 (中国标准时间),1667127329
禁南依,14,10,'2.82,Sun Oct 30 2022 20:40:46 GMT+0800 (中国标准时间),1667133646
supeir1,20,14,'5.13,Mon Oct 31 2022 00:43:54 GMT+0800 (中国标准时间),1667148234
supeir1,14,10,'2.40,Mon Oct 31 2022 00:46:25 GMT+0800 (中国标准时间),1667148385
supeir1,14,10,'2.65,Mon Oct 31 2022 00:47:33 GMT+0800 (中国标准时间),1667148453
园田海未,20,14,'4.61,Mon Oct 31 2022 09:18:43 GMT+0800 (中国标准时间),1667179123
园田海未,20,14,'5.57,Mon Oct 31 2022 09:19:01 GMT+0800 (中国标准时间),1667179141
园田海未,20,14,'5.41,Mon Oct 31 2022 09:19:16 GMT+0800 (中国标准时间),1667179156
高坂穗乃果,14,10,'1.24,Mon Oct 31 2022 10:10:29 GMT+0800 (CST),1667182229
高坂穗乃果,20,14,'2.20,Mon Oct 31 2022 10:10:43 GMT+0800 (CST),1667182243
黑泽露比,14,10,'2.11,Mon Oct 31 2022 11:02:47 GMT+0800 (CST),1667185367
YaQ_,14,10,'2.58,Mon Oct 31 2022 12:25:30 GMT+0800 (中国标准时间),1667190330
中须霞,20,14,'1.65,Mon Oct 31 2022 12:52:44 GMT+0800 (中国标准时间),1667191964
中须霞,20,14,'2.01,Mon Oct 31 2022 12:53:07 GMT+0800 (中国标准时间),1667191987
鹿角圣良,14,10,'0.96,Mon Oct 31 2022 12:53:30 GMT+0800 (中国标准时间),1667192010
ry,14,10,'2.59,Mon Oct 31 2022 13:12:13 GMT+0800 (CST),1667193133
高坂穗乃果,20,14,'4.11,Mon Oct 31 2022 13:12:55 GMT+0800 (CST),1667193175
上原步梦,14,10,'2.74,Mon Oct 31 2022 16:04:31 GMT+0800 (CST),1667203471
樱内梨子,14,10,'1.77,Mon Oct 31 2022 18:13:35 GMT+0800 (中国标准时间),1667211215
樱内梨子,14,10,'1.79,Mon Oct 31 2022 18:13:48 GMT+0800 (中国标准时间),1667211228
樱内梨子,14,10,'1.80,Mon Oct 31 2022 18:14:00 GMT+0800 (中国标准时间),1667211240
樱内梨子,14,10,'1.58,Mon Oct 31 2022 18:14:05 GMT+0800 (中国标准时间),1667211245
樱内梨子,14,10,'1.86,Mon Oct 31 2022 18:14:11 GMT+0800 (中国标准时间),1667211251
.,14,10,'2.78,Mon Oct 31 2022 18:16:49 GMT+0800 (中国标准时间),1667211409
高海千歌,14,10,'2.30,Tue Nov 01 2022 08:27:02 GMT+0800 (中国标准时间),1667262422
南小鸟,14,10,'2.59,Tue Nov 01 2022 10:55:40 GMT+0800 (中国标准时间),1667271340
柊摩央,14,10,'1.95,Tue Nov 01 2022 11:58:59 GMT+0800 (CST),1667275139
小泉花阳,14,10,'2.87,Tue Nov 01 2022 13:42:01 GMT+0800 (中国标准时间),1667281321
柊摩央,14,10,'2.56,Tue Nov 01 2022 14:30:35 GMT+0800 (CST),1667284235
星空凛,20,14,'5.84,Tue Nov 01 2022 15:33:01 GMT+0800 (中国标准时间),1667287981
星空凛,20,14,'3.91,Tue Nov 01 2022 15:34:35 GMT+0800 (中国标准时间),1667288075
nidaye,20,14,'2.51,Tue Nov 01 2022 15:34:53 GMT+0800 (中国标准时间),1667288093
旒骐,14,10,'2.36,Tue Nov 01 2022 17:33:56 GMT+0800 (中国标准时间),1667295236
玄蒼,14,10,'1.86,Tue Nov 01 2022 18:07:21 GMT+0800 (CST),1667297241
玄蒼,14,10,'1.20,Tue Nov 01 2022 18:08:43 GMT+0800 (CST),1667297323
玄蒼,14,10,'2.15,Tue Nov 01 2022 18:08:49 GMT+0800 (CST),1667297329
玄蒼,14,10,'0.88,Tue Nov 01 2022 18:08:59 GMT+0800 (CST),1667297339
宫下爱,14,10,'1.58,Tue Nov 01 2022 19:31:08 GMT+0800 (中国标准时间),1667302268
松浦果南,14,10,'1.94,Tue Nov 01 2022 22:01:22 GMT+0800 (中国标准时间),1667311282
松浦果南,14,10,'2.05,Tue Nov 01 2022 22:01:34 GMT+0800 (中国标准时间),1667311294
qweryuan,14,10,'2.71,Wed Nov 02 2022 02:57:37 GMT+0800 (CST),1667329057
