玩家名,行,列,用时/秒,时间,UNIX时间戳
乙宗梢,14,10,'1.27,Fri Aug 25 2023 18:23:41 GMT+0800 (中国标准时间),1692959021
秋晓,20,20,'3.51,Fri Aug 25 2023 18:42:27 GMT+0800 (中国标准时间),1692960147
Vedim,14,10,'2.19,Fri Aug 25 2023 21:17:51 GMT+0800 (中国标准时间),1692969471
乙宗梢,14,10,'1.92,Fri Aug 25 2023 21:25:15 GMT+0800 (中国标准时间),1692969915
胡椒,14,10,'1.97,Fri Aug 25 2023 22:01:58 GMT+0800 (中国标准时间),1692972118
藤岛慈,14,10,'2.98,Fri Aug 25 2023 22:15:35 GMT+0800 (中国标准时间),1692972935
村野沙耶香,14,10,'1.43,Sat Aug 26 2023 01:11:53 GMT+0800 (台北標準時間),1692983513
林貓,14,10,'1.60,Sat Aug 26 2023 01:13:51 GMT+0800 (台北標準時間),1692983631
大泽瑠璃乃,20,14,'4.23,Sat Aug 26 2023 10:37:47 GMT+0800 (中国标准时间),1693017467
大泽瑠璃乃,20,14,'2.58,Sat Aug 26 2023 10:37:59 GMT+0800 (中国标准时间),1693017479
大泽瑠璃乃,20,14,'2.00,Sat Aug 26 2023 10:38:09 GMT+0800 (中国标准时间),1693017489
乙宗梢,14,10,'1.94,Sat Aug 26 2023 10:39:11 GMT+0800 (中国标准时间),1693017551
乙宗梢,14,10,'2.81,Sat Aug 26 2023 10:40:12 GMT+0800 (中国标准时间),1693017612
乙宗梢,14,10,'2.90,Sat Aug 26 2023 10:41:03 GMT+0800 (中国标准时间),1693017663
乙宗梢,14,10,'1.39,Sat Aug 26 2023 10:41:24 GMT+0800 (中国标准时间),1693017684
755221,14,10,'0.17,Sat Aug 26 2023 10:57:19 GMT+0800 (中国标准时间),1693018639
大泽瑠璃乃,14,10,'1.59,Sat Aug 26 2023 11:14:37 GMT+0800 (CST),1693019677
疯癫即巅峰,14,10,'0.91,Sat Aug 26 2023 13:18:22 GMT+0800 (中国标准时间),1693027102
日野下花帆,14,10,'1.09,Sat Aug 26 2023 17:56:45 GMT+0800 (中国标准时间),1693043805
乙宗梢,20,20,'5.21,Sat Aug 26 2023 18:20:05 GMT+0800 (台北標準時間),1693045205
胡,14,10,'1.04,Sat Aug 26 2023 20:17:04 GMT+0800 (CST),1693052224
h,14,10,'1.86,Sat Aug 26 2023 20:17:39 GMT+0800 (CST),1693052259
胡,14,10,'0.88,Sat Aug 26 2023 20:17:51 GMT+0800 (CST),1693052271
胡,14,10,'0.63,Sat Aug 26 2023 20:18:04 GMT+0800 (CST),1693052284
tt,14,14,'1.05,Sat Aug 26 2023 20:18:25 GMT+0800 (CST),1693052305
tg,14,14,'1.95,Sat Aug 26 2023 20:18:55 GMT+0800 (CST),1693052335
胡,14,10,'0.94,Sat Aug 26 2023 20:19:54 GMT+0800 (CST),1693052394
胡,14,10,'1.95,Sat Aug 26 2023 20:20:06 GMT+0800 (CST),1693052406
胡,14,10,'0.67,Sat Aug 26 2023 20:20:12 GMT+0800 (CST),1693052412
胡,14,10,'0.58,Sat Aug 26 2023 20:20:25 GMT+0800 (CST),1693052425
一块排骨汤,14,10,'1.43,Sat Aug 26 2023 20:21:55 GMT+0800 (中国标准时间),1693052515
村野沙耶香,20,14,'0.84,Sat Aug 26 2023 21:04:33 GMT+0800 (台北標準時間),1693055073
kirakira,20,14,'4.52,Sat Aug 26 2023 21:13:57 GMT+0800 (台北標準時間),1693055637
村野沙耶香,14,10,'2.56,Sat Aug 26 2023 21:15:26 GMT+0800 (中国标准时间),1693055726
kirakira,14,10,'2.37,Sat Aug 26 2023 21:15:37 GMT+0800 (台北標準時間),1693055737
kirakira,14,10,'1.45,Sat Aug 26 2023 21:15:54 GMT+0800 (台北標準時間),1693055754
kirakira,20,14,'1.33,Sat Aug 26 2023 21:18:58 GMT+0800 (台北標準時間),1693055938
大泽瑠璃乃,14,10,'2.38,Sat Aug 26 2023 21:21:36 GMT+0800 (中国标准时间),1693056096
大泽瑠璃乃,14,10,'1.88,Sat Aug 26 2023 21:21:52 GMT+0800 (中国标准时间),1693056112
kirakira,20,14,'0.87,Sat Aug 26 2023 21:22:33 GMT+0800 (台北標準時間),1693056153
kirakira,14,10,'1.11,Sat Aug 26 2023 21:27:19 GMT+0800 (台北標準時間),1693056439
kirakira,20,14,'0.70,Sat Aug 26 2023 21:27:49 GMT+0800 (台北標準時間),1693056469
kirakira,20,14,'0.68,Sat Aug 26 2023 21:28:59 GMT+0800 (台北標準時間),1693056539
kirakira,20,14,'0.64,Sat Aug 26 2023 21:29:17 GMT+0800 (台北標準時間),1693056557
kirakira,20,14,'0.58,Sat Aug 26 2023 21:29:51 GMT+0800 (台北標準時間),1693056591
kirakira,20,14,'0.61,Sat Aug 26 2023 21:33:11 GMT+0800 (台北標準時間),1693056791
kirakira,20,14,'0.56,Sat Aug 26 2023 21:33:18 GMT+0800 (台北標準時間),1693056798
kirakira,20,14,'0.65,Sat Aug 26 2023 21:33:28 GMT+0800 (台北標準時間),1693056808
kirakira,20,14,'0.59,Sat Aug 26 2023 21:33:34 GMT+0800 (台北標準時間),1693056814
kirakira,20,14,'0.55,Sat Aug 26 2023 21:34:48 GMT+0800 (台北標準時間),1693056888
哈哈哈是我啦,20,14,'0.00,Sat Aug 26 2023 21:37:08 GMT+0800 (台北標準時間),1693057028
哈哈哈是我啦,20,14,'0.01,Sat Aug 26 2023 21:38:58 GMT+0800 (台北標準時間),1693057138
赵焕金,14,14,'3.91,Sat Aug 26 2023 22:19:59 GMT+0800 (中国标准时间),1693059599
赵焕金,14,10,'1.74,Sat Aug 26 2023 22:21:46 GMT+0800 (中国标准时间),1693059706
赵焕金,14,10,'1.35,Sat Aug 26 2023 22:22:05 GMT+0800 (中国标准时间),1693059725
赵焕金,14,10,'1.32,Sat Aug 26 2023 22:22:11 GMT+0800 (中国标准时间),1693059731
大泽瑠璃乃,14,10,'1.89,Sat Aug 26 2023 23:42:33 GMT+0800 (中国标准时间),1693064553
藤岛慈,14,10,'2.06,Sun Aug 27 2023 01:33:45 GMT+0800 (中国标准时间),1693071225
哈里路大旋风！,14,10,'2.45,Sun Aug 27 2023 01:33:52 GMT+0800 (中国标准时间),1693071232
乙宗梢,14,10,'2.17,Sun Aug 27 2023 03:48:12 GMT+0800 (中国标准时间),1693079292
藤岛慈,14,10,'1.67,Sun Aug 27 2023 22:27:35 GMT+0800 (中国标准时间),1693146455
6,14,10,'1.95,Sun Aug 27 2023 22:28:01 GMT+0800 (中国标准时间),1693146481
6,20,14,'4.74,Sun Aug 27 2023 22:28:36 GMT+0800 (中国标准时间),1693146516
6,20,14,'4.74,Sun Aug 27 2023 22:28:36 GMT+0800 (中国标准时间),1693146516
村野沙耶香,14,10,'2.94,Sun Aug 27 2023 23:09:39 GMT+0800 (中国标准时间),1693148979
村野沙耶香,14,10,'1.52,Sun Aug 27 2023 23:09:55 GMT+0800 (中国标准时间),1693148995
村野沙耶香,14,10,'2.16,Sun Aug 27 2023 23:10:13 GMT+0800 (中国标准时间),1693149013
村野沙耶香,14,10,'1.35,Sun Aug 27 2023 23:10:19 GMT+0800 (中国标准时间),1693149019
村野沙耶香,14,10,'1.76,Sun Aug 27 2023 23:10:24 GMT+0800 (中国标准时间),1693149024
村野沙耶香,14,10,'1.33,Sun Aug 27 2023 23:10:28 GMT+0800 (中国标准时间),1693149028
村野沙耶香,14,10,'1.52,Sun Aug 27 2023 23:10:33 GMT+0800 (中国标准时间),1693149033
村野沙耶香,14,10,'1.39,Sun Aug 27 2023 23:10:40 GMT+0800 (中国标准时间),1693149040
哈吉咩,14,10,'2.54,Sun Aug 27 2023 23:34:46 GMT+0800 (中国标准时间),1693150486
日野下花帆,14,10,'2.78,Sun Aug 27 2023 23:42:20 GMT+0800 (中国标准时间),1693150940
村野沙耶香,14,10,'0.82,Mon Aug 28 2023 11:15:10 GMT+0800 (中国标准时间),1693192510
村野沙耶香,14,10,'0.74,Mon Aug 28 2023 11:15:25 GMT+0800 (中国标准时间),1693192525
村野沙耶香,14,10,'0.58,Mon Aug 28 2023 11:16:07 GMT+0800 (中国标准时间),1693192567
村野沙耶香,14,10,'0.57,Mon Aug 28 2023 11:16:35 GMT+0800 (中国标准时间),1693192595
乙宗梢,14,10,'0.57,Mon Aug 28 2023 11:18:18 GMT+0800 (中国标准时间),1693192698
大泽瑠璃乃,14,10,'1.58,Mon Aug 28 2023 13:23:44 GMT+0800 (CST),1693200224
无光,14,10,'2.01,Mon Aug 28 2023 14:04:28 GMT+0800 (中国标准时间),1693202668
日野下花帆,14,10,'0.96,Mon Aug 28 2023 16:57:08 GMT+0800 (中国标准时间),1693213028
Bad_Cen,14,10,'1.81,Mon Aug 28 2023 17:38:43 GMT+0800 (中国标准时间),1693215523
大泽瑠璃乃,14,10,'1.77,Mon Aug 28 2023 22:08:47 GMT+0800 (中国标准时间),1693231727
藤岛慈,14,10,'2.43,Mon Aug 28 2023 22:09:12 GMT+0800 (中国标准时间),1693231752
村野沙耶香,14,10,'2.21,Mon Aug 28 2023 22:09:53 GMT+0800 (中国标准时间),1693231793
村野沙耶香,14,10,'2.05,Mon Aug 28 2023 22:10:00 GMT+0800 (中国标准时间),1693231800
大泽瑠璃乃,14,10,'1.47,Mon Aug 28 2023 22:10:13 GMT+0800 (中国标准时间),1693231813
大泽瑠璃乃,14,10,'2.96,Mon Aug 28 2023 22:10:28 GMT+0800 (中国标准时间),1693231828
大泽瑠璃乃,14,10,'1.52,Mon Aug 28 2023 22:10:35 GMT+0800 (中国标准时间),1693231835
大泽瑠璃乃,14,10,'1.91,Mon Aug 28 2023 22:10:44 GMT+0800 (中国标准时间),1693231844
大泽瑠璃乃,14,10,'1.78,Mon Aug 28 2023 22:10:59 GMT+0800 (中国标准时间),1693231859
大泽瑠璃乃,14,10,'1.24,Mon Aug 28 2023 22:11:05 GMT+0800 (中国标准时间),1693231865
大泽瑠璃乃,14,10,'1.90,Mon Aug 28 2023 22:11:11 GMT+0800 (中国标准时间),1693231871
大泽瑠璃乃,14,10,'1.91,Mon Aug 28 2023 22:13:39 GMT+0800 (中国标准时间),1693232019
yamadayo,14,10,'2.34,Mon Aug 28 2023 23:33:39 GMT+0800 (中国标准时间),1693236819
乙宗梢,14,10,'2.78,Tue Aug 29 2023 11:26:55 GMT+0800 (中国标准时间),1693279615
村野沙耶香,14,10,'2.19,Tue Aug 29 2023 16:04:07 GMT+0800 (中国标准时间),1693296247
乙宗梢,14,10,'2.86,Tue Aug 29 2023 18:54:32 GMT+0800 (Hong Kong Standard Time),1693306472
乙宗梢,14,10,'2.41,Tue Aug 29 2023 18:54:52 GMT+0800 (Hong Kong Standard Time),1693306492
大泽瑠璃乃,14,10,'2.96,Tue Aug 29 2023 21:47:09 GMT+0800 (中国标准时间),1693316829
村野沙耶香,20,14,'3.92,Wed Aug 30 2023 13:42:04 GMT+0800 (中国标准时间),1693374124
藤岛慈,14,10,'1.66,Wed Aug 30 2023 15:37:03 GMT+0800 (中国标准时间),1693381023
藤岛慈,20,14,'4.22,Wed Aug 30 2023 15:39:14 GMT+0800 (中国标准时间),1693381154
大泽瑠璃乃,14,10,'2.84,Wed Aug 30 2023 17:04:14 GMT+0800 (中国标准时间),1693386254
乙宗梢,20,14,'2.36,Wed Aug 30 2023 17:15:30 GMT+0800 (中国标准时间),1693386930
村野沙耶香,14,10,'1.49,Wed Aug 30 2023 22:18:01 GMT+0800 (中国标准时间),1693405081
村野沙耶香,14,10,'1.58,Wed Aug 30 2023 22:18:05 GMT+0800 (中国标准时间),1693405085
村野沙耶香,14,10,'1.45,Wed Aug 30 2023 22:18:10 GMT+0800 (中国标准时间),1693405090
村野沙耶香,14,10,'2.70,Wed Aug 30 2023 22:18:20 GMT+0800 (中国标准时间),1693405100
村野沙耶香,14,10,'1.46,Wed Aug 30 2023 22:18:25 GMT+0800 (中国标准时间),1693405105
村野沙耶香,20,14,'2.76,Wed Aug 30 2023 22:18:37 GMT+0800 (中国标准时间),1693405117
村野沙耶香,20,14,'3.83,Wed Aug 30 2023 22:19:00 GMT+0800 (中国标准时间),1693405140
村野沙耶香,20,14,'3.53,Wed Aug 30 2023 22:19:20 GMT+0800 (中国标准时间),1693405160
村野沙耶香,20,14,'1.43,Wed Aug 30 2023 22:19:24 GMT+0800 (中国标准时间),1693405164
村野沙耶香,20,14,'4.06,Wed Aug 30 2023 22:19:37 GMT+0800 (中国标准时间),1693405177
村野沙耶香,20,14,'1.18,Wed Aug 30 2023 22:19:41 GMT+0800 (中国标准时间),1693405181
肆梦,14,10,'1.36,Wed Aug 30 2023 22:19:57 GMT+0800 (中国标准时间),1693405197
村野沙耶香,14,10,'2.59,Thu Aug 31 2023 15:30:58 GMT+0800 (CST),1693467058
村野沙耶香,14,10,'1.93,Thu Aug 31 2023 15:31:16 GMT+0800 (CST),1693467076
村野沙耶香,14,10,'2.55,Thu Aug 31 2023 15:31:35 GMT+0800 (CST),1693467095
村野沙耶香,14,10,'2.19,Thu Aug 31 2023 15:31:44 GMT+0800 (CST),1693467104
村野沙耶香,14,10,'2.15,Thu Aug 31 2023 15:32:10 GMT+0800 (CST),1693467130
乙宗梢,20,20,'5.19,Thu Aug 31 2023 15:53:38 GMT+0800 (CST),1693468418
乙宗梢,20,20,'2.23,Thu Aug 31 2023 15:53:52 GMT+0800 (CST),1693468432
乙宗梢,20,14,'5.23,Thu Aug 31 2023 15:54:06 GMT+0800 (CST),1693468446
大泽瑠璃乃,14,10,'2.40,Thu Aug 31 2023 16:19:55 GMT+0800 (中国标准时间),1693469995
十三娘,14,10,'2.44,Thu Aug 31 2023 20:54:18 GMT+0800 (CST),1693486458
十三娘,14,10,'1.38,Thu Aug 31 2023 20:56:13 GMT+0800 (CST),1693486573
大泽瑠璃乃,14,10,'3.00,Thu Aug 31 2023 21:51:11 GMT+0800 (中国标准时间),1693489871
大泽瑠璃乃,14,10,'1.11,Thu Aug 31 2023 21:51:22 GMT+0800 (中国标准时间),1693489882
大泽瑠璃乃,20,14,'2.78,Fri Sep 01 2023 11:54:40 GMT+0800 (中国标准时间),1693540480
村野沙耶香,20,14,'3.79,Fri Sep 01 2023 18:09:25 GMT+0800 (中国标准时间),1693562965
boki,14,10,'2.45,Fri Sep 01 2023 20:34:43 GMT+0800 (中国标准时间),1693571683
村野沙耶香,14,10,'1.91,Fri Sep 01 2023 21:25:59 GMT+0800 (中国标准时间),1693574759
乙宗梢,14,10,'2.70,Sat Sep 02 2023 01:12:12 GMT+0800 (中国标准时间),1693588332
村野沙耶香,14,10,'2.75,Sat Sep 02 2023 10:58:37 GMT+0800 (中国标准时间),1693623517
野兽先辈,14,10,'2.32,Sat Sep 02 2023 12:50:45 GMT+0800 (中国标准时间),1693630245
野兽先辈,14,10,'2.09,Sat Sep 02 2023 12:51:07 GMT+0800 (中国标准时间),1693630267
大泽瑠璃乃,14,10,'2.31,Sat Sep 02 2023 15:33:19 GMT+0800 (中国标准时间),1693639999
大泽瑠璃乃,14,10,'2.02,Sat Sep 02 2023 15:33:32 GMT+0800 (中国标准时间),1693640012
大泽瑠璃乃,14,10,'1.60,Sat Sep 02 2023 15:33:48 GMT+0800 (中国标准时间),1693640028
大泽瑠璃乃,14,10,'1.71,Sat Sep 02 2023 15:34:25 GMT+0800 (中国标准时间),1693640065
乙宗梢,14,10,'1.53,Sat Sep 02 2023 16:41:50 GMT+0800 (中国标准时间),1693644110
乙宗梢,14,10,'1.96,Sat Sep 02 2023 16:42:27 GMT+0800 (中国标准时间),1693644147
乙宗梢,14,10,'1.38,Sat Sep 02 2023 16:42:42 GMT+0800 (中国标准时间),1693644162
乙宗梢,14,10,'1.65,Sat Sep 02 2023 16:42:48 GMT+0800 (中国标准时间),1693644168
夕霧綴理,20,20,'1.61,Sat Sep 02 2023 16:43:01 GMT+0800 (中国标准时间),1693644181
日野下花帆,14,10,'1.79,Sat Sep 02 2023 17:22:43 GMT+0800 (中国标准时间),1693646563
日野下花帆,14,10,'2.51,Sat Sep 02 2023 17:22:59 GMT+0800 (中国标准时间),1693646579
乙宗梢,14,10,'1.73,Sat Sep 02 2023 17:38:39 GMT+0800 (CST),1693647519
刘翔,14,10,'2.21,Sat Sep 02 2023 22:42:10 GMT+0800 (中国标准时间),1693665730
藤岛慈,14,10,'2.14,Sun Sep 03 2023 08:43:41 GMT+0800 (中国标准时间),1693701821
藤岛慈,14,10,'2.16,Sun Sep 03 2023 08:43:49 GMT+0800 (中国标准时间),1693701829
藤岛慈,14,10,'1.91,Sun Sep 03 2023 08:43:57 GMT+0800 (中国标准时间),1693701837
乙宗梢,14,10,'2.32,Sun Sep 03 2023 09:51:03 GMT+0800 (中国标准时间),1693705863
乙宗梢,14,10,'2.34,Sun Sep 03 2023 09:51:18 GMT+0800 (中国标准时间),1693705878
wenawa,14,10,'1.97,Sun Sep 03 2023 10:48:14 GMT+0800 (中国标准时间),1693709294
wenawa,14,10,'2.66,Sun Sep 03 2023 10:48:31 GMT+0800 (中国标准时间),1693709311
寂寞在远方,14,10,'2.76,Sun Sep 03 2023 12:25:35 GMT+0800 (CST),1693715135
村野沙耶香,14,10,'2.60,Sun Sep 03 2023 12:26:29 GMT+0800 (CST),1693715189
日野下花帆,14,10,'2.67,Sun Sep 03 2023 13:52:19 GMT+0800 (中国标准时间),1693720339
日野下花帆,14,10,'1.25,Sun Sep 03 2023 13:53:08 GMT+0800 (中国标准时间),1693720388
日野下花帆,14,10,'1.68,Sun Sep 03 2023 13:53:16 GMT+0800 (中国标准时间),1693720396
kyros,14,10,'2.04,Sun Sep 03 2023 18:33:50 GMT+0800 (台北標準時間),1693737230
夕雾缀理,14,10,'2.61,Mon Sep 04 2023 19:46:25 GMT+0800 (中国标准时间),1693827985
藤岛慈,14,10,'2.92,Mon Sep 04 2023 19:47:10 GMT+0800 (中国标准时间),1693828030
乙宗梢,14,10,'0.96,Mon Sep 04 2023 20:52:07 GMT+0800 (中国标准时间),1693831927
大橘,20,14,'2.31,Mon Sep 04 2023 21:20:00 GMT+0800 (中国标准时间),1693833600
大橘,14,10,'1.29,Mon Sep 04 2023 21:24:52 GMT+0800 (中国标准时间),1693833892
大橘,20,14,'1.31,Mon Sep 04 2023 21:26:34 GMT+0800 (中国标准时间),1693833994
就这,14,10,'2.40,Tue Sep 05 2023 15:16:49 GMT+0800 (中国标准时间),1693898209
就这,14,10,'1.48,Tue Sep 05 2023 15:17:09 GMT+0800 (中国标准时间),1693898229
就这,14,10,'0.99,Tue Sep 05 2023 15:17:17 GMT+0800 (中国标准时间),1693898237
就这,14,10,'0.79,Tue Sep 05 2023 15:17:21 GMT+0800 (中国标准时间),1693898241
就这,14,10,'1.06,Tue Sep 05 2023 15:17:26 GMT+0800 (中国标准时间),1693898246
就这,10,10,'1.36,Tue Sep 05 2023 15:17:53 GMT+0800 (中国标准时间),1693898273
藤岛慈,14,10,'2.71,Wed Sep 06 2023 00:51:46 GMT+0800 (中国标准时间),1693932706
藤岛慈,14,10,'1.23,Wed Sep 06 2023 00:52:48 GMT+0800 (中国标准时间),1693932768
藤岛慈,14,10,'2.01,Wed Sep 06 2023 00:52:59 GMT+0800 (中国标准时间),1693932779
藤岛慈,14,10,'1.39,Wed Sep 06 2023 00:53:05 GMT+0800 (中国标准时间),1693932785
藤岛慈,14,10,'2.92,Wed Sep 06 2023 16:08:57 GMT+0800 (香港标准时间),1693987737
藤岛慈,14,10,'2.38,Wed Sep 06 2023 21:56:52 GMT+0800 (CST),1694008612
日野下花帆,14,10,'1.83,Thu Sep 07 2023 16:41:21 GMT+0800 (中国标准时间),1694076081
日野下花帆,14,10,'2.88,Thu Sep 07 2023 16:41:56 GMT+0800 (中国标准时间),1694076116
村野沙耶香,14,10,'2.10,Thu Sep 07 2023 19:05:38 GMT+0800 (中国标准时间),1694084738
日野下花帆,14,10,'2.28,Thu Sep 07 2023 22:52:05 GMT+0800 (中国标准时间),1694098325
藤岛慈,14,10,'2.29,Fri Sep 08 2023 10:27:35 GMT+0800 (中国标准时间),1694140055
大泽瑠璃乃,14,10,'2.02,Fri Sep 08 2023 15:35:31 GMT+0800 (中国标准时间),1694158531
冠宇Axis,14,10,'2.05,Fri Sep 08 2023 16:56:41 GMT+0800 (中国标准时间),1694163401
乙宗梢,14,10,'1.06,Sat Sep 09 2023 05:59:07 GMT+0800 (中国标准时间),1694210347
乙宗梢,14,10,'2.87,Sat Sep 09 2023 05:59:24 GMT+0800 (中国标准时间),1694210364
PLACEBO,14,10,'1.27,Sat Sep 09 2023 15:59:19 GMT+0800 (中国标准时间),1694246359
PLACEBO,14,14,'4.03,Sat Sep 09 2023 16:02:30 GMT+0800 (中国标准时间),1694246550
PLACEBO,14,14,'3.15,Sat Sep 09 2023 16:03:00 GMT+0800 (中国标准时间),1694246580
PLACEBO,14,14,'3.62,Sat Sep 09 2023 16:03:32 GMT+0800 (中国标准时间),1694246612
日野下花帆,14,10,'1.89,Sat Sep 09 2023 16:08:47 GMT+0800 (CST),1694246927
藤岛慈,20,14,'3.62,Sun Sep 10 2023 13:37:02 GMT+0800 (中国标准时间),1694324222
日野下花帆,20,14,'1.40,Sun Sep 10 2023 15:08:00 GMT+0800 (香港标准时间),1694329680
日野下花帆,20,14,'5.10,Sun Sep 10 2023 15:08:15 GMT+0800 (香港标准时间),1694329695
悠诺诺,14,10,'2.11,Sun Sep 10 2023 18:41:19 GMT+0800 (中国标准时间),1694342479
dfs,14,10,'1.30,Sun Sep 10 2023 20:16:19 GMT+0800 (中国标准时间),1694348179
村野沙耶香,14,10,'1.52,Sun Sep 10 2023 23:39:59 GMT+0800 (中国标准时间),1694360399
乙宗梢,14,10,'2.35,Mon Sep 11 2023 01:09:19 GMT+0800 (中国标准时间),1694365759
吧唧,14,10,'1.49,Mon Sep 11 2023 01:09:35 GMT+0800 (中国标准时间),1694365775
村野沙耶香,14,10,'2.35,Mon Sep 11 2023 11:11:55 GMT+0800 (中国标准时间),1694401915
村野沙耶香,14,10,'1.54,Mon Sep 11 2023 11:13:01 GMT+0800 (中国标准时间),1694401981
村野沙耶香,14,10,'1.33,Mon Sep 11 2023 11:13:47 GMT+0800 (中国标准时间),1694402027
村野沙耶香,14,10,'0.84,Mon Sep 11 2023 11:14:00 GMT+0800 (中国标准时间),1694402040
村野沙耶香,14,30,'5.08,Mon Sep 11 2023 11:19:33 GMT+0800 (中国标准时间),1694402373
村野沙耶香,14,30,'3.76,Mon Sep 11 2023 11:20:20 GMT+0800 (中国标准时间),1694402420
大泽瑠璃乃,14,10,'2.16,Mon Sep 11 2023 17:42:59 GMT+0800 (中国标准时间),1694425379
村野沙耶香,14,10,'1.37,Tue Sep 12 2023 15:43:04 GMT+0800 (中国标准时间),1694504584
村野沙耶香,14,10,'2.75,Tue Sep 12 2023 15:43:27 GMT+0800 (中国标准时间),1694504607
村野沙耶香,14,10,'1.00,Tue Sep 12 2023 15:43:44 GMT+0800 (中国标准时间),1694504624
村野沙耶香,14,10,'1.22,Tue Sep 12 2023 15:43:54 GMT+0800 (中国标准时间),1694504634
村野沙耶香,14,10,'1.04,Tue Sep 12 2023 15:44:17 GMT+0800 (中国标准时间),1694504657
村野沙耶香,14,10,'1.33,Tue Sep 12 2023 15:44:33 GMT+0800 (中国标准时间),1694504673
村野沙耶香,14,10,'0.85,Tue Sep 12 2023 15:45:14 GMT+0800 (中国标准时间),1694504714
aaaaa,13,20,'4.99,Wed Sep 13 2023 08:13:32 GMT+0800 (中国标准时间),1694564012
aaaaa,13,20,'3.03,Wed Sep 13 2023 08:13:43 GMT+0800 (中国标准时间),1694564023
aaaaa,13,20,'5.15,Wed Sep 13 2023 08:14:17 GMT+0800 (中国标准时间),1694564057
aaaaa,13,20,'2.69,Wed Sep 13 2023 08:14:23 GMT+0800 (中国标准时间),1694564063
aaaaa,13,20,'2.57,Wed Sep 13 2023 08:15:04 GMT+0800 (中国标准时间),1694564104
aaaaa,13,20,'3.30,Wed Sep 13 2023 08:15:11 GMT+0800 (中国标准时间),1694564111
aaaaa,13,20,'3.83,Wed Sep 13 2023 08:15:55 GMT+0800 (中国标准时间),1694564155
aaaaa,13,20,'3.62,Wed Sep 13 2023 08:16:02 GMT+0800 (中国标准时间),1694564162
夕雾缀理,14,10,'2.39,Wed Sep 13 2023 20:24:36 GMT+0800 (中国标准时间),1694607876
夕雾缀理,14,10,'2.98,Wed Sep 13 2023 20:25:08 GMT+0800 (中国标准时间),1694607908
乙宗梢,14,10,'1.41,Wed Sep 13 2023 23:47:58 GMT+0800 (中国标准时间),1694620078
tw,20,14,'4.55,Thu Sep 14 2023 00:47:32 GMT+0800 (中国标准时间),1694623652
tw,20,14,'1.78,Thu Sep 14 2023 00:48:02 GMT+0800 (中国标准时间),1694623682
tw,20,14,'2.40,Thu Sep 14 2023 00:49:22 GMT+0800 (中国标准时间),1694623762
tw,20,14,'3.13,Thu Sep 14 2023 00:49:30 GMT+0800 (中国标准时间),1694623770
tw,20,14,'1.35,Thu Sep 14 2023 00:51:54 GMT+0800 (中国标准时间),1694623914
tw,20,14,'0.97,Thu Sep 14 2023 00:52:00 GMT+0800 (中国标准时间),1694623920
大泽瑠璃乃,14,10,'2.20,Thu Sep 14 2023 17:08:39 GMT+0800 (GMT+08:00),1694682519
乙宗梢,14,10,'2.25,Thu Sep 14 2023 19:05:25 GMT+0800 (中国标准时间),1694689525
日野下花帆,13,20,'5.22,Fri Sep 15 2023 15:04:20 GMT+0800 (中国标准时间),1694761460
日野下花帆,13,20,'3.76,Fri Sep 15 2023 15:04:35 GMT+0800 (中国标准时间),1694761475
日野下花帆,13,20,'4.85,Fri Sep 15 2023 15:05:03 GMT+0800 (中国标准时间),1694761503
日野下花帆,13,20,'2.71,Fri Sep 15 2023 15:05:10 GMT+0800 (中国标准时间),1694761510
