玩家名,行,列,用时/秒,时间,UNIX时间戳
firaila,14,14,'3.60,Wed Dec 22 2021 18:23:58 GMT+0800 (中国标准时间),1640168638
叶月恋,14,10,'1.90,Wed Dec 22 2021 18:28:51 GMT+0800 (China Standard Time),1640168931
叶月恋,14,10,'2.51,Wed Dec 22 2021 18:29:45 GMT+0800 (China Standard Time),1640168985
firiala,14,14,'3.16,Wed Dec 22 2021 18:37:18 GMT+0800 (中国标准时间),1640169438
平安名堇,14,10,'2.66,Wed Dec 22 2021 18:47:21 GMT+0800 (中国标准时间),1640170041
平安名堇,14,10,'2.44,Wed Dec 22 2021 18:47:40 GMT+0800 (中国标准时间),1640170060
平安名堇,14,10,'2.24,Wed Dec 22 2021 18:48:03 GMT+0800 (中国标准时间),1640170083
平安名堇,14,10,'2.55,Wed Dec 22 2021 18:48:21 GMT+0800 (中国标准时间),1640170101
平安名堇,14,10,'2.30,Wed Dec 22 2021 18:48:28 GMT+0800 (中国标准时间),1640170108
平安名堇,14,10,'2.59,Wed Dec 22 2021 18:48:40 GMT+0800 (中国标准时间),1640170120
平安名堇,14,10,'2.38,Wed Dec 22 2021 18:50:26 GMT+0800 (中国标准时间),1640170226
平安名堇,14,10,'1.20,Wed Dec 22 2021 18:52:28 GMT+0800 (中国标准时间),1640170348
firaila,14,14,'3.33,Wed Dec 22 2021 19:23:29 GMT+0800 (中国标准时间),1640172209
firaila,200,20,'2.47,Wed Dec 22 2021 19:26:53 GMT+0800 (中国标准时间),1640172413
firaila,14,10,'1.43,Wed Dec 22 2021 19:28:25 GMT+0800 (中国标准时间),1640172505
firaila,60,20,'6.24,Wed Dec 22 2021 19:28:50 GMT+0800 (中国标准时间),1640172530
firaila,60,20,'13.35,Wed Dec 22 2021 19:29:17 GMT+0800 (中国标准时间),1640172557
涩谷香音,14,14,'2.24,Wed Dec 22 2021 19:30:10 GMT+0800 (CST),1640172610
firaila,60,20,'16.29,Wed Dec 22 2021 19:30:18 GMT+0800 (中国标准时间),1640172618
firaila,60,20,'7.60,Wed Dec 22 2021 19:30:32 GMT+0800 (中国标准时间),1640172632
firaila,4000,20,'166.30,Wed Dec 22 2021 19:36:08 GMT+0800 (中国标准时间),1640172968
城北徐工,14,10,'2.29,Wed Dec 22 2021 20:52:04 GMT+0800 (中国标准时间),1640177524
Hectopascal,20,14,'5.74,Wed Dec 22 2021 21:03:14 GMT+0800 (中国标准时间),1640178194
Hectopascal,20,14,'5.62,Wed Dec 22 2021 21:05:07 GMT+0800 (中国标准时间),1640178307
岚千砂都,14,10,'1.88,Wed Dec 22 2021 22:05:19 GMT+0800 (中国标准时间),1640181919
柊摩央,14,10,'2.85,Wed Dec 22 2021 22:23:05 GMT+0800 (中国标准时间),1640182985
叶月恋,14,10,'1.11,Wed Dec 22 2021 23:13:30 GMT+0800 (中国标准时间),1640186010
叶月恋,14,10,'1.80,Wed Dec 22 2021 23:13:43 GMT+0800 (中国标准时间),1640186023
涩谷香音,14,10,'1.71,Wed Dec 22 2021 23:32:27 GMT+0800 (中国标准时间),1640187147
柊摩央,14,10,'2.00,Wed Dec 22 2021 23:32:32 GMT+0800 (中国标准时间),1640187152
唐可可,14,10,'2.68,Wed Dec 22 2021 23:34:53 GMT+0800 (中国标准时间),1640187293
涩谷香音,14,10,'2.31,Thu Dec 23 2021 00:10:09 GMT+0800 (中国标准时间),1640189409
涩谷香音,14,10,'1.53,Thu Dec 23 2021 00:11:55 GMT+0800 (中国标准时间),1640189515
林屿溪,14,10,'1.00,Thu Dec 23 2021 00:12:26 GMT+0800 (中国标准时间),1640189546
林屿溪,14,10,'2.38,Thu Dec 23 2021 00:12:46 GMT+0800 (中国标准时间),1640189566
岚千砂都,20,14,'4.20,Thu Dec 23 2021 00:13:04 GMT+0800 (中国标准时间),1640189584
岚千砂都,20,14,'1.13,Thu Dec 23 2021 00:14:03 GMT+0800 (中国标准时间),1640189643
平安名堇,20,14,'5.41,Thu Dec 23 2021 00:16:57 GMT+0800 (中国标准时间),1640189817
三集拿下日本樱花妹 只因我是中国女铜唐可可,14,10,'2.59,Thu Dec 23 2021 00:18:16 GMT+0800 (HKT),1640189896
柊摩央,20,14,'1.06,Thu Dec 23 2021 00:21:53 GMT+0800 (中国标准时间),1640190113
柊摩央,20,14,'1.17,Thu Dec 23 2021 00:23:18 GMT+0800 (中国标准时间),1640190198
唐可可,20,14,'2.00,Thu Dec 23 2021 00:24:35 GMT+0800 (中国标准时间),1640190275
唐可可,20,14,'1.50,Thu Dec 23 2021 00:25:33 GMT+0800 (中国标准时间),1640190333
叶月恋,20,14,'1.16,Thu Dec 23 2021 00:28:05 GMT+0800 (中国标准时间),1640190485
平安名堇,14,10,'2.47,Thu Dec 23 2021 00:50:26 GMT+0800 (CST),1640191826
Morningstar,100,100,'14.30,Wed Dec 22 2021 12:22:28 GMT-0500 (北美东部标准时间),1640193748
Morningstar,100,100,'8.92,Wed Dec 22 2021 13:04:42 GMT-0500 (北美东部标准时间),1640196282
Morningstar,100,100,'4.65,Wed Dec 22 2021 13:04:55 GMT-0500 (北美东部标准时间),1640196295
Morningstar,100,100,'4.27,Wed Dec 22 2021 13:05:10 GMT-0500 (北美东部标准时间),1640196310
魔影,14,10,'1.88,Thu Dec 23 2021 03:02:09 GMT+0800 (中国标准时间),1640199729
唐可可,14,10,'2.27,Thu Dec 23 2021 03:13:37 GMT+0800 (中国标准时间),1640200417
唐可可,14,10,'1.48,Thu Dec 23 2021 03:18:34 GMT+0800 (中国标准时间),1640200714
唐可可,20,14,'3.88,Thu Dec 23 2021 03:20:40 GMT+0800 (中国标准时间),1640200840
WM,20,14,'5.24,Thu Dec 23 2021 08:45:07 GMT+0800 (中国标准时间),1640220307
平安名堇,20,14,'2.18,Thu Dec 23 2021 09:21:08 GMT+0800 (中国标准时间),1640222468
蜡笔小新,14,14,'2.58,Thu Dec 23 2021 10:33:37 GMT+0800 (中国标准时间),1640226817
蜡笔小新,20,14,'1.47,Thu Dec 23 2021 10:34:05 GMT+0800 (中国标准时间),1640226845
蜡笔小新,20,14,'3.01,Thu Dec 23 2021 10:34:22 GMT+0800 (中国标准时间),1640226862
蜡笔小新,20,14,'4.49,Thu Dec 23 2021 10:35:04 GMT+0800 (中国标准时间),1640226904
叶月恋,14,10,'2.80,Thu Dec 23 2021 10:35:51 GMT+0800 (中国标准时间),1640226951
叶月恋,14,10,'1.97,Thu Dec 23 2021 10:36:00 GMT+0800 (中国标准时间),1640226960
叶月恋,14,10,'2.71,Thu Dec 23 2021 10:36:06 GMT+0800 (中国标准时间),1640226966
叶月恋,14,10,'2.65,Thu Dec 23 2021 10:36:42 GMT+0800 (中国标准时间),1640227002
叶月恋,14,10,'1.08,Thu Dec 23 2021 10:36:59 GMT+0800 (中国标准时间),1640227019
叶月恋,14,10,'2.21,Thu Dec 23 2021 10:39:28 GMT+0800 (中国标准时间),1640227168
唐可可,14,10,'1.29,Thu Dec 23 2021 11:48:40 GMT+0800 (中国标准时间),1640231320
唐可可,14,14,'2.38,Thu Dec 23 2021 11:49:05 GMT+0800 (中国标准时间),1640231345
十七,20,14,'4.23,Thu Dec 23 2021 11:49:14 GMT+0800 (中国标准时间),1640231354
十七,14,10,'1.58,Thu Dec 23 2021 11:50:26 GMT+0800 (中国标准时间),1640231426
唐可可,14,10,'2.10,Thu Dec 23 2021 12:03:42 GMT+0800 (中国标准时间),1640232222
六六,14,10,'2.33,Thu Dec 23 2021 12:03:53 GMT+0800 (中国标准时间),1640232233
六六,14,10,'2.96,Thu Dec 23 2021 12:04:14 GMT+0800 (中国标准时间),1640232254
叶月恋,14,10,'2.79,Thu Dec 23 2021 12:53:56 GMT+0800 (中国标准时间),1640235236
圣泽悠奈,14,10,'1.90,Thu Dec 23 2021 13:02:39 GMT+0800 (中国标准时间),1640235759
叶月恋,14,10,'0.94,Thu Dec 23 2021 13:08:13 GMT+0800 (中国标准时间),1640236093
学院404小狗,20,14,'4.56,Thu Dec 23 2021 13:15:22 GMT+0800 (CST),1640236522
学院404小狗,20,14,'3.19,Thu Dec 23 2021 13:15:55 GMT+0800 (CST),1640236555
叶月恋,14,14,'2.70,Thu Dec 23 2021 13:46:20 GMT+0800 (中国标准时间),1640238380
阿巴阿巴,14,14,'0.88,Thu Dec 23 2021 13:46:45 GMT+0800 (中国标准时间),1640238405
柊摩央,20,14,'1.67,Thu Dec 23 2021 13:59:56 GMT+0800 (中国标准时间),1640239196
柊摩央,20,14,'3.08,Thu Dec 23 2021 14:00:11 GMT+0800 (中国标准时间),1640239211
柊摩央,20,14,'1.93,Thu Dec 23 2021 14:00:17 GMT+0800 (中国标准时间),1640239217
小鸠鹄,20,14,'5.86,Thu Dec 23 2021 14:00:26 GMT+0800 (中国标准时间),1640239226
小鸠鹄,20,14,'2.76,Thu Dec 23 2021 14:01:15 GMT+0800 (中国标准时间),1640239275
小鸠鹄,20,14,'1.39,Thu Dec 23 2021 14:01:28 GMT+0800 (中国标准时间),1640239288
平安名堇,14,10,'1.71,Thu Dec 23 2021 14:01:42 GMT+0800 (CST),1640239302
平安名堇,14,10,'1.60,Thu Dec 23 2021 14:01:52 GMT+0800 (CST),1640239312
平安名堇,14,10,'1.64,Thu Dec 23 2021 14:02:01 GMT+0800 (CST),1640239321
平安名堇,14,10,'1.33,Thu Dec 23 2021 14:02:10 GMT+0800 (CST),1640239330
平安名堇,14,10,'2.08,Thu Dec 23 2021 14:02:57 GMT+0800 (CST),1640239377
平安名堇,14,10,'1.53,Thu Dec 23 2021 14:03:10 GMT+0800 (CST),1640239390
柊摩央,14,10,'2.18,Thu Dec 23 2021 14:04:42 GMT+0800 (中国标准时间),1640239482
熙,14,10,'1.90,Thu Dec 23 2021 14:05:15 GMT+0800 (中国标准时间),1640239515
圣泽悠奈,14,10,'2.06,Thu Dec 23 2021 14:06:37 GMT+0800 (中国标准时间),1640239597
圣泽悠奈,14,10,'1.05,Thu Dec 23 2021 14:06:43 GMT+0800 (中国标准时间),1640239603
圣泽悠奈,14,10,'2.38,Thu Dec 23 2021 14:06:49 GMT+0800 (中国标准时间),1640239609
圣泽悠奈,20,14,'1.13,Thu Dec 23 2021 14:06:56 GMT+0800 (中国标准时间),1640239616
平安名堇,14,10,'2.52,Thu Dec 23 2021 14:59:31 GMT+0800 (中国标准时间),1640242771
柊摩央,14,10,'1.34,Thu Dec 23 2021 15:10:48 GMT+0800 (中国标准时间),1640243448
平安名堇,14,10,'1.31,Thu Dec 23 2021 15:25:54 GMT+0800 (中国标准时间),1640244354
柊摩央,20,14,'2.13,Thu Dec 23 2021 15:44:16 GMT+0800 (中国标准时间),1640245456
柊摩央,14,10,'2.27,Thu Dec 23 2021 15:44:27 GMT+0800 (中国标准时间),1640245467
柊摩央,14,10,'2.91,Thu Dec 23 2021 16:33:44 GMT+0800 (中国标准时间),1640248424
kano,14,10,'2.35,Thu Dec 23 2021 16:34:06 GMT+0800 (中国标准时间),1640248446
圣泽悠奈,14,10,'0.60,Thu Dec 23 2021 16:35:17 GMT+0800 (中国标准时间),1640248517
柊摩央,14,10,'0.52,Thu Dec 23 2021 16:41:59 GMT+0800 (中国标准时间),1640248919
柊摩央,14,10,'2.51,Thu Dec 23 2021 17:27:18 GMT+0800 (中国标准时间),1640251638
柊摩央,14,10,'1.24,Thu Dec 23 2021 17:27:41 GMT+0800 (中国标准时间),1640251661
平安名堇,14,10,'2.21,Thu Dec 23 2021 17:36:11 GMT+0800 (中国标准时间),1640252171
唐可可,14,10,'2.67,Thu Dec 23 2021 18:00:40 GMT+0800 (香港标准时间),1640253640
黄某人,14,10,'1.34,Thu Dec 23 2021 18:04:35 GMT+0800 (中国标准时间),1640253875
黄某人,14,10,'0.88,Thu Dec 23 2021 18:05:27 GMT+0800 (中国标准时间),1640253927
黄某人,14,10,'1.26,Thu Dec 23 2021 18:05:38 GMT+0800 (中国标准时间),1640253938
圣泽悠奈,20,14,'2.46,Thu Dec 23 2021 18:31:40 GMT+0800 (中国标准时间),1640255500
九寒SAMA,20,14,'3.62,Thu Dec 23 2021 18:32:04 GMT+0800 (中国标准时间),1640255524
九寒SAMA,20,14,'2.58,Thu Dec 23 2021 18:33:46 GMT+0800 (中国标准时间),1640255626
岚千砂都,20,14,'5.03,Thu Dec 23 2021 18:46:25 GMT+0800 (中国标准时间),1640256385
WM,20,14,'5.99,Thu Dec 23 2021 19:11:22 GMT+0800 (中国标准时间),1640257882
WM,20,14,'2.23,Thu Dec 23 2021 19:12:07 GMT+0800 (中国标准时间),1640257927
岚千砂都,15,20,'5.40,Thu Dec 23 2021 19:30:00 GMT+0800 (香港标准时间),1640259000
叶月恋,14,10,'1.88,Thu Dec 23 2021 19:30:19 GMT+0800 (CST),1640259019
岚千砂都,10,25,'4.34,Thu Dec 23 2021 19:31:02 GMT+0800 (香港标准时间),1640259062
岚千砂都,10,25,'2.78,Thu Dec 23 2021 19:31:09 GMT+0800 (香港标准时间),1640259069
岚千砂都,10,25,'3.04,Thu Dec 23 2021 19:31:41 GMT+0800 (香港标准时间),1640259101
岚千砂都,10,25,'3.97,Thu Dec 23 2021 19:31:49 GMT+0800 (香港标准时间),1640259109
佳煴酱,20,14,'3.37,Thu Dec 23 2021 19:48:09 GMT+0800 (CST),1640260089
佳煴酱,20,14,'4.14,Thu Dec 23 2021 19:48:23 GMT+0800 (CST),1640260103
佳煴酱,20,14,'2.99,Thu Dec 23 2021 19:48:30 GMT+0800 (CST),1640260110
唐可可,14,10,'2.12,Thu Dec 23 2021 19:59:05 GMT+0800 (中国标准时间),1640260745
柊摩央,14,10,'1.23,Thu Dec 23 2021 20:06:30 GMT+0800 (中国标准时间),1640261190
岚千砂都,14,10,'2.10,Thu Dec 23 2021 20:07:05 GMT+0800 (中国标准时间),1640261225
柊摩央,14,10,'0.90,Thu Dec 23 2021 20:07:10 GMT+0800 (中国标准时间),1640261230
平安名堇,14,10,'2.31,Thu Dec 23 2021 20:10:43 GMT+0800 (中国标准时间),1640261443
高校级,14,10,'1.49,Thu Dec 23 2021 20:24:19 GMT+0800 (CST),1640262259
高校级,14,10,'1.50,Thu Dec 23 2021 20:25:39 GMT+0800 (CST),1640262339
唐可可,14,10,'2.86,Thu Dec 23 2021 20:25:57 GMT+0800 (CST),1640262357
唐可可,20,14,'1.88,Thu Dec 23 2021 20:26:32 GMT+0800 (CST),1640262392
Hectopascal,14,10,'1.11,Thu Dec 23 2021 20:28:50 GMT+0800 (中国标准时间),1640262530
WM,20,14,'4.74,Thu Dec 23 2021 20:29:03 GMT+0800 (中国标准时间),1640262543
WM,20,14,'2.05,Thu Dec 23 2021 20:29:32 GMT+0800 (中国标准时间),1640262572
WM,20,14,'5.22,Thu Dec 23 2021 20:29:47 GMT+0800 (中国标准时间),1640262587
Hectopascal,14,10,'1.98,Thu Dec 23 2021 20:43:04 GMT+0800 (中国标准时间),1640263384
firaila,14,14,'3.34,Thu Dec 23 2021 20:56:47 GMT+0800 (中国标准时间),1640264207
firaila,14,14,'1.90,Thu Dec 23 2021 20:57:01 GMT+0800 (中国标准时间),1640264221
firaila,20,14,'4.47,Thu Dec 23 2021 20:57:33 GMT+0800 (中国标准时间),1640264253
firaila,20,14,'1.59,Thu Dec 23 2021 20:57:50 GMT+0800 (中国标准时间),1640264270
firaila,20,14,'5.88,Thu Dec 23 2021 20:58:11 GMT+0800 (中国标准时间),1640264291
firaila,60,20,'21.03,Thu Dec 23 2021 20:59:37 GMT+0800 (中国标准时间),1640264377
firaila,60,20,'13.27,Thu Dec 23 2021 21:00:46 GMT+0800 (中国标准时间),1640264446
firaila,5,10,'0.73,Thu Dec 23 2021 21:04:21 GMT+0800 (中国标准时间),1640264661
唐可可,14,10,'2.51,Thu Dec 23 2021 21:06:23 GMT+0800 (中国标准时间),1640264783
唐可可,14,14,'2.02,Thu Dec 23 2021 21:07:07 GMT+0800 (中国标准时间),1640264827
柊摩央,14,10,'2.11,Thu Dec 23 2021 21:24:13 GMT+0800 (中国标准时间),1640265853
涩谷香音,14,10,'1.14,Thu Dec 23 2021 21:24:31 GMT+0800 (中国标准时间),1640265871
不来方夕立,14,10,'1.66,Thu Dec 23 2021 21:35:29 GMT+0800 (中国标准时间),1640266529
不来方夕莉,14,10,'2.81,Thu Dec 23 2021 21:39:41 GMT+0800 (中国标准时间),1640266781
芜湖,14,10,'2.20,Thu Dec 23 2021 21:39:51 GMT+0800 (CST),1640266791
芜湖,14,10,'1.45,Thu Dec 23 2021 21:40:18 GMT+0800 (CST),1640266818
芜湖,14,10,'1.20,Thu Dec 23 2021 21:40:26 GMT+0800 (CST),1640266826
不来方夕莉,14,10,'1.65,Thu Dec 23 2021 21:40:29 GMT+0800 (中国标准时间),1640266829
芜湖,14,10,'2.24,Thu Dec 23 2021 21:40:40 GMT+0800 (CST),1640266840
涩谷香音,14,10,'1.30,Thu Dec 23 2021 21:42:27 GMT+0800 (中国标准时间),1640266947
柊摩央,14,10,'2.95,Thu Dec 23 2021 21:57:34 GMT+0800 (中国标准时间),1640267854
驾驾驾,14,10,'2.63,Thu Dec 23 2021 22:01:41 GMT+0800 (中国标准时间),1640268101
涩谷香音,14,10,'1.56,Thu Dec 23 2021 22:12:35 GMT+0800 (中国标准时间),1640268755
涩谷香音,14,10,'1.33,Thu Dec 23 2021 22:12:47 GMT+0800 (中国标准时间),1640268767
唐可可,14,10,'1.54,Thu Dec 23 2021 22:17:36 GMT+0800 (中国标准时间),1640269056
CYKS,14,10,'1.20,Thu Dec 23 2021 22:19:06 GMT+0800 (中国标准时间),1640269146
CYKS,20,14,'2.30,Thu Dec 23 2021 22:19:43 GMT+0800 (中国标准时间),1640269183
叶月恋,14,10,'2.97,Thu Dec 23 2021 22:21:33 GMT+0800 (中国标准时间),1640269293
叶月恋,14,10,'2.75,Thu Dec 23 2021 22:22:23 GMT+0800 (China Standard Time),1640269343
唐可可,14,10,'2.89,Thu Dec 23 2021 22:35:02 GMT+0800 (中国标准时间),1640270102
平安名堇,14,10,'2.77,Thu Dec 23 2021 22:46:46 GMT+0800 (中国标准时间),1640270806
圣泽悠奈,14,10,'1.49,Thu Dec 23 2021 22:50:24 GMT+0800 (中国标准时间),1640271024
pbg,14,14,'1.58,Thu Dec 23 2021 23:22:05 GMT+0800 (中国标准时间),1640272925
pbg,20,14,'0.95,Thu Dec 23 2021 23:24:09 GMT+0800 (中国标准时间),1640273049
haruuuuuuuuka,14,10,'2.72,Fri Dec 24 2021 00:10:24 GMT+0800 (中国标准时间),1640275824
haruuuuuuuuka,14,10,'2.13,Fri Dec 24 2021 00:10:50 GMT+0800 (中国标准时间),1640275850
haruuuuuuuuka,14,10,'1.74,Fri Dec 24 2021 00:12:32 GMT+0800 (中国标准时间),1640275952
haruuuuuuuuka,14,10,'1.38,Fri Dec 24 2021 00:12:59 GMT+0800 (中国标准时间),1640275979
haruuuuuuuuka,14,10,'1.95,Fri Dec 24 2021 00:13:55 GMT+0800 (中国标准时间),1640276035
haruuuuuuuuka,14,10,'2.53,Fri Dec 24 2021 00:14:09 GMT+0800 (中国标准时间),1640276049
叶月恋,14,10,'1.97,Fri Dec 24 2021 00:21:50 GMT+0800 (中国标准时间),1640276510
唐可可,14,10,'1.72,Fri Dec 24 2021 00:24:25 GMT+0800 (中国标准时间),1640276665
唐可可,14,10,'1.00,Fri Dec 24 2021 00:25:51 GMT+0800 (中国标准时间),1640276751
唐可可,14,10,'1.37,Fri Dec 24 2021 00:27:32 GMT+0800 (中国标准时间),1640276852
叶月恋,14,10,'2.10,Fri Dec 24 2021 00:37:53 GMT+0800 (中国标准时间),1640277473
アズサハナ,20,14,'2.15,Fri Dec 24 2021 00:40:03 GMT+0800 (中国標準時),1640277603
アズサハナ,20,14,'1.33,Fri Dec 24 2021 00:44:47 GMT+0800 (中国標準時),1640277887
莉莎,14,10,'1.93,Fri Dec 24 2021 00:50:16 GMT+0800 (中国标准时间),1640278216
莉莎,20,14,'1.85,Fri Dec 24 2021 00:52:51 GMT+0800 (中国标准时间),1640278371
