玩家名,行,列,用时/秒,时间,UNIX时间戳
岚千砂都,14,10,'0.94,Wed Apr 20 2022 20:18:56 GMT+0800 (中国标准时间),1650457136
Yaessssakr,14,10,'2.35,Wed Apr 20 2022 20:20:25 GMT+0800 (CST),1650457225
11037,14,10,'1.73,Wed Apr 20 2022 20:20:34 GMT+0800 (CST),1650457234
oddeye,14,10,'1.12,Wed Apr 20 2022 20:23:14 GMT+0800 (CST),1650457394
oddeye,14,10,'0.73,Wed Apr 20 2022 20:27:09 GMT+0800 (CST),1650457629
oddeye,14,10,'0.68,Wed Apr 20 2022 20:29:18 GMT+0800 (CST),1650457758
圣泽悠奈,14,10,'1.86,Wed Apr 20 2022 20:48:37 GMT+0800 (中国标准时间),1650458917
圣泽悠奈,14,10,'2.99,Wed Apr 20 2022 20:49:35 GMT+0800 (中国标准时间),1650458975
114514,14,10,'1.29,Wed Apr 20 2022 20:49:40 GMT+0800 (中国标准时间),1650458980
114514,14,10,'2.03,Wed Apr 20 2022 20:49:49 GMT+0800 (中国标准时间),1650458989
114514,14,10,'0.98,Wed Apr 20 2022 20:49:56 GMT+0800 (中国标准时间),1650458996
114514,14,10,'1.40,Wed Apr 20 2022 20:50:01 GMT+0800 (中国标准时间),1650459001
114514,14,10,'1.21,Wed Apr 20 2022 20:50:05 GMT+0800 (中国标准时间),1650459005
114514,14,10,'1.41,Wed Apr 20 2022 20:50:09 GMT+0800 (中国标准时间),1650459009
114514,14,10,'2.06,Wed Apr 20 2022 20:50:14 GMT+0800 (中国标准时间),1650459014
114514,14,10,'0.82,Wed Apr 20 2022 20:51:03 GMT+0800 (中国标准时间),1650459063
114514,14,10,'1.50,Wed Apr 20 2022 20:51:16 GMT+0800 (中国标准时间),1650459076
114514,14,10,'1.11,Wed Apr 20 2022 20:51:21 GMT+0800 (中国标准时间),1650459081
114514,14,10,'2.75,Wed Apr 20 2022 20:51:27 GMT+0800 (中国标准时间),1650459087
平安名堇,14,10,'0.62,Wed Apr 20 2022 20:54:50 GMT+0800 (CST),1650459290
11037,14,10,'1.70,Wed Apr 20 2022 21:01:28 GMT+0800 (CST),1650459688
11037,14,10,'1.89,Wed Apr 20 2022 21:13:42 GMT+0800 (CST),1650460422
11037,14,10,'1.89,Wed Apr 20 2022 21:14:17 GMT+0800 (CST),1650460457
11037,14,10,'1.02,Wed Apr 20 2022 21:14:22 GMT+0800 (CST),1650460462
11037,14,10,'0.90,Wed Apr 20 2022 21:14:33 GMT+0800 (CST),1650460473
圣泽悠奈,14,10,'1.65,Wed Apr 20 2022 21:17:14 GMT+0800 (CST),1650460634
圣泽悠奈,14,10,'0.96,Wed Apr 20 2022 21:17:38 GMT+0800 (CST),1650460658
圣泽悠奈,14,10,'0.91,Wed Apr 20 2022 21:18:07 GMT+0800 (CST),1650460687
圣泽悠奈,14,10,'1.53,Wed Apr 20 2022 21:18:18 GMT+0800 (CST),1650460698
圣泽悠奈,14,10,'2.47,Wed Apr 20 2022 21:18:26 GMT+0800 (CST),1650460706
11037,14,10,'1.28,Wed Apr 20 2022 21:18:48 GMT+0800 (CST),1650460728
11037,14,10,'1.21,Wed Apr 20 2022 21:19:14 GMT+0800 (CST),1650460754
11037,14,10,'1.78,Wed Apr 20 2022 21:19:28 GMT+0800 (CST),1650460768
11037,14,10,'1.45,Wed Apr 20 2022 21:19:38 GMT+0800 (CST),1650460778
琴琴你好可爱,14,10,'2.93,Wed Apr 20 2022 21:24:12 GMT+0800 (中国标准时间),1650461052
ikuro,14,10,'1.37,Wed Apr 20 2022 22:19:31 GMT+0800 (中国标准时间),1650464371
Tufi,14,10,'0.91,Wed Apr 20 2022 22:40:18 GMT+0800 (中国标准时间),1650465618
Tufi,14,10,'0.73,Wed Apr 20 2022 22:40:59 GMT+0800 (中国标准时间),1650465659
Tufi,14,10,'0.71,Wed Apr 20 2022 22:41:08 GMT+0800 (中国标准时间),1650465668
Tufi,20,14,'1.21,Wed Apr 20 2022 22:41:45 GMT+0800 (中国标准时间),1650465705
Tufi,20,14,'0.85,Wed Apr 20 2022 22:41:59 GMT+0800 (中国标准时间),1650465719
三船栞子,14,10,'2.15,Thu Apr 21 2022 00:50:09 GMT+0800 (中国标准时间),1650473409
音游大师铠塚霙,14,10,'1.34,Thu Apr 21 2022 00:53:42 GMT+0800 (中国标准时间),1650473622
枯渴庭院,14,10,'1.93,Thu Apr 21 2022 01:42:52 GMT+0800 (中国标准时间),1650476572
liurfly,14,10,'2.92,Thu Apr 21 2022 08:54:49 GMT+0800 (CST),1650502489
liurfly,200,15,'12.41,Thu Apr 21 2022 08:56:21 GMT+0800 (CST),1650502581
Vanthoven,14,10,'2.32,Thu Apr 21 2022 09:00:45 GMT+0800 (香港标准时间),1650502845
涩谷香音,14,10,'1.85,Thu Apr 21 2022 09:43:06 GMT+0800 (中国标准时间),1650505386
岚千砂都,14,10,'2.64,Thu Apr 21 2022 10:13:39 GMT+0800 (中国标准时间),1650507219
深海鱼,14,10,'0.89,Thu Apr 21 2022 10:26:24 GMT+0800 (中国标准时间),1650507984
音凡,14,10,'2.35,Thu Apr 21 2022 10:47:11 GMT+0800 (CST),1650509231
柊摩央,14,10,'1.57,Thu Apr 21 2022 11:00:39 GMT+0800 (CST),1650510039
平安名堇,14,10,'2.45,Thu Apr 21 2022 11:04:18 GMT+0800 (China Standard Time),1650510258
柊摩央,14,10,'1.48,Thu Apr 21 2022 11:44:08 GMT+0800 (中国标准时间),1650512648
叶月恋,20,14,'2.30,Thu Apr 21 2022 12:25:05 GMT+0800 (中国标准时间),1650515105
叶月恋,20,14,'1.49,Thu Apr 21 2022 12:25:12 GMT+0800 (中国标准时间),1650515112
叶月恋,20,14,'1.74,Thu Apr 21 2022 12:25:51 GMT+0800 (中国标准时间),1650515151
ein,14,10,'2.56,Thu Apr 21 2022 12:28:17 GMT+0800 (CST),1650515297
ein,20,14,'5.36,Thu Apr 21 2022 12:29:27 GMT+0800 (CST),1650515367
ein,20,14,'1.94,Thu Apr 21 2022 12:31:02 GMT+0800 (CST),1650515462
ein,20,14,'1.59,Thu Apr 21 2022 12:31:08 GMT+0800 (CST),1650515468
ein,14,14,'4.18,Thu Apr 21 2022 12:31:36 GMT+0800 (CST),1650515496
ein,14,14,'3.37,Thu Apr 21 2022 12:31:42 GMT+0800 (CST),1650515502
ein,14,10,'1.47,Thu Apr 21 2022 12:33:43 GMT+0800 (CST),1650515623
岚千砂都,14,10,'2.83,Thu Apr 21 2022 14:30:28 GMT+0800 (中国标准时间),1650522628
唐可可,14,10,'2.06,Thu Apr 21 2022 14:36:33 GMT+0800 (China Standard Time),1650522993
叶月恋,14,10,'1.34,Thu Apr 21 2022 14:49:32 GMT+0800 (中国标准时间),1650523772
叶月恋,14,10,'2.09,Thu Apr 21 2022 14:51:21 GMT+0800 (中国标准时间),1650523881
圣泽悠奈,14,10,'1.10,Thu Apr 21 2022 14:55:15 GMT+0800 (香港标准时间),1650524115
圣泽悠奈,14,10,'1.63,Thu Apr 21 2022 14:55:31 GMT+0800 (香港标准时间),1650524131
唐可可,14,10,'2.30,Thu Apr 21 2022 15:06:38 GMT+0800 (CST),1650524798
凉宫春日,14,10,'2.21,Thu Apr 21 2022 15:53:27 GMT+0800 (CST),1650527607
圣泽悠奈,20,14,'1.41,Thu Apr 21 2022 16:10:21 GMT+0800 (中国标准时间),1650528621
圣泽悠奈,20,14,'0.96,Thu Apr 21 2022 16:11:33 GMT+0800 (中国标准时间),1650528693
叶月恋,14,10,'1.81,Thu Apr 21 2022 16:15:17 GMT+0800 (中国标准时间),1650528917
岚千砂都,20,14,'4.48,Thu Apr 21 2022 18:29:16 GMT+0800 (中国标准时间),1650536956
唐可可,20,14,'3.16,Thu Apr 21 2022 18:40:46 GMT+0800 (中国标准时间),1650537646
唐可可,14,10,'2.38,Thu Apr 21 2022 19:05:06 GMT+0800 (中国标准时间),1650539106
唐可可,14,10,'1.08,Thu Apr 21 2022 19:05:28 GMT+0800 (中国标准时间),1650539128
唐可可,14,10,'1.10,Thu Apr 21 2022 19:05:36 GMT+0800 (中国标准时间),1650539136
唐可可,14,10,'0.96,Thu Apr 21 2022 19:05:50 GMT+0800 (中国标准时间),1650539150
唐可可,14,10,'1.49,Thu Apr 21 2022 19:06:48 GMT+0800 (中国标准时间),1650539208
唐可可,14,10,'0.86,Thu Apr 21 2022 19:06:53 GMT+0800 (中国标准时间),1650539213
圣泽悠奈,14,10,'1.97,Thu Apr 21 2022 19:10:21 GMT+0800 (CST),1650539421
圣泽悠奈,14,10,'2.59,Thu Apr 21 2022 19:10:46 GMT+0800 (CST),1650539446
圣泽悠奈,14,10,'2.26,Thu Apr 21 2022 19:11:07 GMT+0800 (CST),1650539467
圣泽悠奈,14,10,'0.83,Thu Apr 21 2022 19:11:18 GMT+0800 (CST),1650539478
圣泽悠奈,20,14,'1.49,Thu Apr 21 2022 19:11:28 GMT+0800 (CST),1650539488
叶月恋,14,14,'2.28,Thu Apr 21 2022 20:17:18 GMT+0800 (中国标准时间),1650543438
叶月恋,14,10,'1.08,Thu Apr 21 2022 20:17:36 GMT+0800 (中国标准时间),1650543456
叶月恋,14,14,'1.29,Thu Apr 21 2022 20:17:44 GMT+0800 (中国标准时间),1650543464
叶月恋,14,14,'1.92,Thu Apr 21 2022 20:18:04 GMT+0800 (中国标准时间),1650543484
圣泽悠奈,20,20,'0.91,Thu Apr 21 2022 20:39:15 GMT+0800 (中国标准时间),1650544755
平安名堇,20,14,'1.54,Thu Apr 21 2022 20:44:58 GMT+0800 (中国标准时间),1650545098
叶月恋,14,10,'1.84,Thu Apr 21 2022 20:50:31 GMT+0800 (CST),1650545431
叶月恋,14,10,'1.61,Thu Apr 21 2022 21:31:53 GMT+0800 (中国标准时间),1650547913
叶月恋,14,10,'1.40,Thu Apr 21 2022 21:32:13 GMT+0800 (中国标准时间),1650547933
叶月恋,14,10,'0.96,Thu Apr 21 2022 21:32:24 GMT+0800 (中国标准时间),1650547944
叶月恋,20,14,'4.75,Thu Apr 21 2022 21:32:45 GMT+0800 (中国标准时间),1650547965
叶月恋,20,14,'1.50,Thu Apr 21 2022 21:32:51 GMT+0800 (中国标准时间),1650547971
唐可可,14,10,'2.15,Thu Apr 21 2022 21:56:38 GMT+0800 (中国标准时间),1650549398
凑友希那,14,10,'2.57,Thu Apr 21 2022 22:03:28 GMT+0800 (中国标准时间),1650549808
圣泽悠奈,14,10,'2.64,Thu Apr 21 2022 22:53:52 GMT+0800 (中国标准时间),1650552832
浅海lll,14,10,'2.59,Thu Apr 21 2022 23:02:43 GMT+0800 (中国标准时间),1650553363
圣泽悠奈,14,10,'0.74,Fri Apr 22 2022 00:43:53 GMT+0800 (中国标准时间),1650559433
tkk,10,10,'1.89,Fri Apr 22 2022 10:11:17 GMT+0800 (GMT+08:00),1650593477
涩谷香音,20,14,'1.54,Fri Apr 22 2022 10:12:48 GMT+0800 (中国标准时间),1650593568
柊摩央,14,14,'2.54,Fri Apr 22 2022 10:23:51 GMT+0800 (CST),1650594231
涩谷香音,14,10,'1.22,Fri Apr 22 2022 10:46:31 GMT+0800 (CST),1650595591
fuochai,14,10,'2.56,Fri Apr 22 2022 11:58:46 GMT+0800 (CST),1650599926
叶月恋,14,10,'2.10,Fri Apr 22 2022 12:02:17 GMT+0800 (中国标准时间),1650600137
matata,14,10,'2.20,Fri Apr 22 2022 13:06:07 GMT+0800 (CST),1650603967
matata,14,10,'1.51,Fri Apr 22 2022 13:08:49 GMT+0800 (CST),1650604129
matata,14,10,'1.35,Fri Apr 22 2022 13:09:07 GMT+0800 (CST),1650604147
matata,14,10,'1.33,Fri Apr 22 2022 13:09:14 GMT+0800 (CST),1650604154
matata,14,10,'2.19,Fri Apr 22 2022 13:09:42 GMT+0800 (CST),1650604182
烟城子,14,10,'2.94,Fri Apr 22 2022 13:57:33 GMT+0800 (中国标准时间),1650607053
烟城子,14,10,'2.58,Fri Apr 22 2022 13:59:48 GMT+0800 (中国标准时间),1650607188
早安，车万人,14,10,'1.65,Fri Apr 22 2022 13:59:51 GMT+0800 (中国标准时间),1650607191
烟城子,14,10,'1.87,Fri Apr 22 2022 13:59:57 GMT+0800 (中国标准时间),1650607197
烟城子,14,10,'1.80,Fri Apr 22 2022 14:00:05 GMT+0800 (中国标准时间),1650607205
烟城子,14,10,'1.97,Fri Apr 22 2022 14:00:10 GMT+0800 (中国标准时间),1650607210
烟城子,14,10,'1.76,Fri Apr 22 2022 14:00:15 GMT+0800 (中国标准时间),1650607215
烟城子,14,10,'2.34,Fri Apr 22 2022 14:00:20 GMT+0800 (中国标准时间),1650607220
烟城子,14,10,'0.96,Fri Apr 22 2022 14:00:24 GMT+0800 (中国标准时间),1650607224
早安，车万人,14,10,'1.36,Fri Apr 22 2022 14:00:53 GMT+0800 (中国标准时间),1650607253
早安，车万人,14,10,'1.29,Fri Apr 22 2022 14:00:58 GMT+0800 (中国标准时间),1650607258
早安，车万人,14,10,'1.83,Fri Apr 22 2022 14:01:06 GMT+0800 (中国标准时间),1650607266
早安，车万人,14,10,'1.13,Fri Apr 22 2022 14:01:33 GMT+0800 (中国标准时间),1650607293
早安，车万人,14,10,'1.22,Fri Apr 22 2022 14:01:39 GMT+0800 (中国标准时间),1650607299
包子是女铜,14,10,'1.58,Fri Apr 22 2022 14:01:43 GMT+0800 (中国标准时间),1650607303
早安，车万人,14,10,'1.08,Fri Apr 22 2022 14:01:45 GMT+0800 (中国标准时间),1650607305
早安，车万人,14,10,'0.90,Fri Apr 22 2022 14:01:51 GMT+0800 (中国标准时间),1650607311
